customer_id,recency_days,order_count,net_sales_value,cluster,segment
26990,321,4,449.63001346588135,2,Champions
36714,14,2,294.5,2,Champions
40899,33,3,60.1299991607666,2,Champions
70729,2,1,109.4000015258789,0,Loyal
81917,426,2,119.78999996185303,3,At-Risk
7039,102,1,207.94999694824216,3,At-Risk
13894,119,1,20.899999618530277,1,Hibernating
14249,227,3,199.63000011444092,2,Champions
14946,990,1,54.9900016784668,1,Hibernating
24779,47,2,490.9199905395508,2,Champions
37879,503,2,49.9900016784668,1,Hibernating
54259,246,1,69.98999786376953,3,At-Risk
55078,3,2,179.08000564575195,0,Loyal
60955,139,1,179.97999954223633,3,At-Risk
62907,979,2,153.9499969482422,3,At-Risk
64601,262,1,6.849999904632568,1,Hibernating
68082,167,3,178.9499969482422,2,Champions
69176,848,1,85.94999694824217,3,At-Risk
74395,977,1,111.5,3,At-Risk
77661,37,2,359.44999980926514,2,Champions
1455,16,1,96.38000106811523,0,Loyal
2436,309,1,58.18999862670898,1,Hibernating
11894,890,1,44.9900016784668,1,Hibernating
16409,272,2,128.94999980926514,3,At-Risk
41132,819,1,24.950000762939453,1,Hibernating
46792,707,3,252.89999771118164,2,Champions
47723,588,1,311.75,3,At-Risk
72857,37,2,98.4900016784668,0,Loyal
82414,302,1,61.0,1,Hibernating
83959,229,1,9.899999618530272,1,Hibernating
90442,22,1,11.899999618530272,0,Loyal
92513,175,3,175.9699993133545,2,Champions
848,570,1,98.0,3,At-Risk
4113,917,2,113.97000312805176,3,At-Risk
23465,607,1,8.369999885559082,1,Hibernating
28271,300,2,414.43999481201166,3,At-Risk
42029,28,1,39.0,0,Loyal
50493,50,1,46.5,0,Loyal
50803,173,2,35.88000011444092,1,Hibernating
53067,13,2,59.769999504089355,0,Loyal
66661,133,3,82.89000129699707,2,Champions
73080,450,2,288.9300022125244,3,At-Risk
78703,1212,2,36.9900016784668,1,Hibernating
4636,396,2,306.88999366760254,3,At-Risk
7188,1595,1,21.989999771118164,1,Hibernating
11746,388,1,124.98999786376952,3,At-Risk
26154,663,1,89.94999694824217,3,At-Risk
26188,27,3,229.49999618530273,2,Champions
28090,13,1,19.5,0,Loyal
29963,979,1,16.989999771118164,1,Hibernating
31349,3,2,180.73999977111816,0,Loyal
31942,1657,1,83.98999786376953,3,At-Risk
33609,375,1,50.0,1,Hibernating
43654,71,1,32.5,0,Loyal
45714,1066,1,156.24000549316406,3,At-Risk
60704,863,2,61.989999771118164,3,At-Risk
66985,7,1,52.130001068115234,0,Loyal
71586,0,2,114.93999862670898,0,Loyal
71616,103,2,119.95000076293945,2,Champions
73357,4,2,99.0,0,Loyal
73660,100,1,34.0,1,Hibernating
79760,113,3,74.9900016784668,2,Champions
79849,670,1,37.680000305175774,1,Hibernating
99517,152,2,226.17999935150146,2,Champions
99644,142,1,34.650001525878906,1,Hibernating
348,618,1,35.79999923706055,1,Hibernating
4456,336,1,377.5999984741211,3,At-Risk
18239,398,2,84.9900016784668,3,At-Risk
21973,113,2,258.2200050354004,2,Champions
30318,188,1,25.0,1,Hibernating
36015,527,4,288.44000244140625,2,Champions
39317,6,1,49.9900016784668,0,Loyal
71783,101,2,184.0,2,Champions
97776,67,1,54.950000762939446,0,Loyal
1910,545,2,135.9900016784668,3,At-Risk
14483,417,2,114.98999786376953,3,At-Risk
29881,14,2,19.989999771118164,0,Loyal
41474,531,1,49.0,1,Hibernating
41603,1553,1,144.48999977111816,3,At-Risk
42607,254,1,22.0,1,Hibernating
44767,1032,1,49.9900016784668,1,Hibernating
46315,184,2,24.0,1,Hibernating
51869,509,1,35.0,1,Hibernating
67208,319,2,42.30000114440918,1,Hibernating
68355,253,2,113.08000183105469,3,At-Risk
71437,18,1,98.0,0,Loyal
84170,961,1,15.0,1,Hibernating
87077,93,1,30.960000038146973,1,Hibernating
5951,541,1,49.950000762939446,1,Hibernating
21500,86,2,182.7400016784668,2,Champions
48635,51,1,236.83999633789065,0,Loyal
58050,887,1,79.98999786376953,3,At-Risk
74257,737,2,151.4900016784668,3,At-Risk
77513,309,1,55.0,1,Hibernating
93135,104,3,261.3500003814697,2,Champions
97435,189,1,39.9900016784668,1,Hibernating
125,301,1,338.6100044250488,3,At-Risk
10367,45,1,27.989999771118164,0,Loyal
17198,453,1,31.979999542236328,1,Hibernating
22195,1303,1,32.9900016784668,1,Hibernating
22669,221,1,39.880001068115234,1,Hibernating
29216,142,4,208.14999771118164,2,Champions
31197,30,1,9.579999923706055,0,Loyal
36009,113,3,51.66000175476074,2,Champions
41553,159,1,245.0,3,At-Risk
53832,143,1,37.97999954223633,1,Hibernating
95094,525,1,88.0,3,At-Risk
7628,1066,1,94.0,3,At-Risk
19739,6,1,149.0,0,Loyal
19802,1062,2,175.96000003814697,3,At-Risk
25949,280,3,482.6600036621094,2,Champions
43557,442,1,14.989999771118164,1,Hibernating
55998,309,1,64.98999786376953,1,Hibernating
60093,391,1,25.0,1,Hibernating
66074,121,1,81.19000244140625,3,At-Risk
69496,76,1,15.470000267028809,1,Hibernating
1712,294,2,134.9499969482422,3,At-Risk
5012,90,1,79.98999786376953,0,Loyal
9210,88,1,40.989999771118164,0,Loyal
25024,36,2,260.63000202178955,2,Champions
25286,105,3,149.93999862670898,2,Champions
26785,675,4,231.17999839782715,2,Champions
32594,15,2,464.49999618530273,2,Champions
52778,184,1,93.28999996185303,3,At-Risk
70085,1123,1,24.0,1,Hibernating
71031,628,1,104.0,3,At-Risk
83533,280,1,76.9900016784668,3,At-Risk
91992,116,2,100.5,2,Champions
98887,719,1,19.989999771118164,1,Hibernating
1726,59,4,288.1299924850464,2,Champions
13201,34,1,12.359999656677246,0,Loyal
37748,493,1,54.5,1,Hibernating
41229,266,1,179.0,3,At-Risk
42807,51,1,43.52999877929688,0,Loyal
65680,555,1,26.290000915527344,1,Hibernating
73154,1284,1,16.0,1,Hibernating
81318,124,2,94.17000198364258,2,Champions
86469,550,1,297.9799995422363,3,At-Risk
15811,22,2,74.0,0,Loyal
17489,864,2,85.0,3,At-Risk
20312,152,1,54.950000762939446,1,Hibernating
37438,6,1,50.0,0,Loyal
40421,1021,1,399.0,3,At-Risk
76475,160,1,44.900001525878906,1,Hibernating
77327,333,1,38.0,1,Hibernating
80182,372,2,166.6199951171875,3,At-Risk
97817,139,2,240.93000411987305,2,Champions
1238,665,2,15.0,1,Hibernating
2129,36,4,473.450008392334,2,Champions
23262,423,4,618.0500011444092,2,Champions
36789,443,4,42.45000076293945,2,Champions
37701,58,1,7.019999980926514,1,Hibernating
49019,26,1,79.5,0,Loyal
57077,712,1,42.0,1,Hibernating
57376,364,4,168.62999725341797,2,Champions
58353,675,1,45.0,1,Hibernating
60925,175,1,79.5,3,At-Risk
63214,50,2,128.38000011444092,2,Champions
64987,100,2,71.45000076293945,0,Loyal
69216,1481,1,99.98999786376952,3,At-Risk
75853,263,1,54.0,1,Hibernating
79629,264,2,256.0,3,At-Risk
80183,1206,1,29.989999771118164,1,Hibernating
85410,22,2,37.9900016784668,0,Loyal
92723,1765,1,31.979999542236328,1,Hibernating
93302,134,2,110.89999675750732,2,Champions
14267,123,1,65.66000366210938,1,Hibernating
14791,339,2,62.0,3,At-Risk
24585,56,1,14.0,1,Hibernating
35359,1052,1,48.0,1,Hibernating
44461,635,3,119.14999771118164,2,Champions
47367,685,1,31.989999771118164,1,Hibernating
48832,71,1,41.25,0,Loyal
71577,62,4,75.65999984741211,2,Champions
87858,991,1,99.98999786376952,3,At-Risk
95086,25,1,73.86999988555908,0,Loyal
97375,32,1,284.0,0,Loyal
3542,335,1,46.0,1,Hibernating
3597,1334,1,41.38999938964844,1,Hibernating
7611,1873,1,75.0,3,At-Risk
17723,617,1,22.0,1,Hibernating
25490,433,2,340.72000312805176,3,At-Risk
48303,116,1,37.950000762939446,1,Hibernating
55702,689,2,22.0,1,Hibernating
57218,485,2,237.6700038909912,3,At-Risk
70915,80,1,323.0,3,At-Risk
72516,14,2,214.5,0,Loyal
74118,1068,1,29.25,1,Hibernating
77924,139,1,180.0,3,At-Risk
79336,492,2,45.5,1,Hibernating
88172,27,1,49.9900016784668,0,Loyal
89869,71,2,385.2199993133545,2,Champions
94135,511,1,34.9900016784668,1,Hibernating
95247,5,2,73.0,0,Loyal
95953,20,2,117.94000244140625,0,Loyal
95989,558,1,34.29999923706055,1,Hibernating
96924,605,1,66.0,1,Hibernating
2176,543,2,32.9900016784668,1,Hibernating
8153,88,2,82.8900032043457,0,Loyal
14117,480,1,133.98999786376953,3,At-Risk
32475,11,1,515.8799991607666,0,Loyal
32869,142,3,92.94000053405762,2,Champions
45404,123,1,368.0,3,At-Risk
46425,9,1,583.9500122070312,0,Loyal
51554,1413,1,89.88000106811523,3,At-Risk
51583,425,1,22.989999771118164,1,Hibernating
65454,665,1,25.0,1,Hibernating
66616,229,4,139.97999954223633,2,Champions
67578,402,1,27.899999618530277,1,Hibernating
73895,1002,1,19.989999771118164,1,Hibernating
74779,98,1,106.93999671936034,3,At-Risk
74822,27,2,381.4600028991699,2,Champions
77777,1183,1,25.0,1,Hibernating
82787,44,3,495.0,2,Champions
87074,511,2,15.0,1,Hibernating
87349,532,1,19.989999771118164,1,Hibernating
99812,791,2,25.950000762939453,1,Hibernating
2639,1329,2,142.6099967956543,3,At-Risk
3844,14,2,78.95000076293945,0,Loyal
7783,133,1,11.039999961853027,1,Hibernating
14059,465,2,84.20000076293945,3,At-Risk
15098,78,1,385.48999977111816,3,At-Risk
15470,176,1,46.220001220703125,1,Hibernating
17904,271,3,98.08000183105469,2,Champions
21236,460,2,127.47999954223633,3,At-Risk
23067,52,3,30.979999542236328,2,Champions
25707,364,1,59.5,1,Hibernating
25718,397,1,104.95000076293945,3,At-Risk
32794,41,2,61.40999984741211,0,Loyal
36106,1119,1,118.12999725341795,3,At-Risk
40533,270,1,54.0,1,Hibernating
40758,276,1,79.0,3,At-Risk
40912,208,4,362.67999267578125,2,Champions
41062,607,1,38.52999877929688,1,Hibernating
44969,70,1,31.770000457763672,0,Loyal
54011,417,2,188.0999984741211,3,At-Risk
65054,795,1,24.979999542236328,1,Hibernating
67305,4,1,119.0,0,Loyal
67785,540,1,90.95999908447266,3,At-Risk
69373,8,2,68.5999984741211,0,Loyal
83186,115,2,66.98999977111816,0,Loyal
85880,1143,2,91.88000106811523,3,At-Risk
93940,1202,1,44.0,1,Hibernating
96091,1191,1,17.989999771118164,1,Hibernating
4256,782,1,106.5,3,At-Risk
11107,116,2,114.72000122070312,2,Champions
11411,31,2,494.99000549316406,2,Champions
12106,41,3,370.0,2,Champions
16878,41,1,37.43999862670898,0,Loyal
20672,73,1,55.0,0,Loyal
24310,5,1,204.89999771118164,0,Loyal
25462,899,1,166.9799976348877,3,At-Risk
29204,236,1,100.98999786376953,3,At-Risk
29459,45,3,203.98999977111816,2,Champions
43915,116,2,94.93999671936034,2,Champions
49040,4,1,63.46999931335449,0,Loyal
51264,217,4,359.1700096130371,2,Champions
52719,88,4,137.47999954223633,2,Champions
64869,94,2,39.0,0,Loyal
72892,545,2,149.5,3,At-Risk
73898,41,3,270.6599979400635,2,Champions
87165,769,1,28.0,1,Hibernating
94460,41,2,48.0,0,Loyal
98616,53,2,115.22000122070312,0,Loyal
4644,711,1,169.0,3,At-Risk
7872,82,1,135.0,0,Loyal
8954,25,2,23.0,0,Loyal
16547,77,1,120.0,0,Loyal
28588,1423,2,65.27999877929688,3,At-Risk
40641,48,3,358.4499969482422,2,Champions
49016,39,1,186.52000045776367,0,Loyal
64866,356,2,19.989999771118164,1,Hibernating
67240,339,3,51.59000015258789,2,Champions
72139,1381,1,55.0,1,Hibernating
74170,8,4,454.5899991989136,2,Champions
77447,422,2,181.0,3,At-Risk
77824,1164,1,13.75,1,Hibernating
79689,919,1,40.0,1,Hibernating
94799,105,1,236.0,3,At-Risk
96068,486,3,168.1599988937378,2,Champions
5257,74,2,39.9900016784668,0,Loyal
20930,816,1,14.600000381469728,1,Hibernating
21120,357,2,26.989999771118164,1,Hibernating
43801,98,1,105.94999694824217,3,At-Risk
53307,1020,1,22.0,1,Hibernating
83520,1393,1,59.4900016784668,1,Hibernating
84094,209,1,156.0,3,At-Risk
87041,1097,1,88.0,3,At-Risk
87323,588,1,69.94000244140625,3,At-Risk
90587,95,3,151.5,2,Champions
93230,32,4,312.0500020980835,2,Champions
94637,61,3,284.29999923706055,2,Champions
95369,8,3,94.9800033569336,2,Champions
1334,891,1,253.25,3,At-Risk
1786,444,1,25.0,1,Hibernating
4364,234,4,21.989999771118164,2,Champions
13398,89,1,49.9900016784668,0,Loyal
16200,593,2,169.4099998474121,3,At-Risk
19193,372,2,106.9900016784668,3,At-Risk
21684,29,3,106.98999977111816,2,Champions
21971,78,2,214.29999923706055,2,Champions
23325,83,1,77.0,0,Loyal
31495,78,1,115.77999877929688,0,Loyal
34266,617,1,46.0,1,Hibernating
48905,30,4,449.69000244140625,2,Champions
60455,127,2,132.2299976348877,2,Champions
62408,170,1,38.950000762939446,1,Hibernating
72083,31,2,48.989999771118164,0,Loyal
76965,169,2,42.0,1,Hibernating
78352,1869,1,93.97000122070312,3,At-Risk
86216,56,1,33.65999984741211,0,Loyal
87197,1012,1,44.989999771118164,1,Hibernating
96805,635,1,22.0,1,Hibernating
905,29,4,288.58999824523926,2,Champions
6573,127,2,50.0,0,Loyal
13891,592,1,84.27000045776367,3,At-Risk
14140,1236,1,34.95000076293945,1,Hibernating
15230,55,2,367.0,2,Champions
21878,302,1,40.0,1,Hibernating
24792,38,2,149.9499969482422,2,Champions
33577,265,3,93.98999786376953,2,Champions
35229,518,1,20.950000762939453,1,Hibernating
52581,449,1,177.9900016784668,3,At-Risk
54498,387,2,316.7199983596802,3,At-Risk
59658,161,1,37.950000762939446,1,Hibernating
60355,5,2,28.479999542236328,0,Loyal
70972,411,2,47.64999961853027,1,Hibernating
72306,1180,2,109.98999977111816,3,At-Risk
81678,185,1,50.0,1,Hibernating
82813,138,4,182.87000274658203,2,Champions
85952,16,2,29.989999771118164,0,Loyal
87379,90,2,31.989999771118164,0,Loyal
90833,15,2,219.05000114440918,0,Loyal
99841,1252,1,93.94999885559082,3,At-Risk
20756,656,1,138.3400001525879,3,At-Risk
39958,1732,2,144.95000076293945,3,At-Risk
41539,627,2,73.91999816894531,3,At-Risk
43956,52,1,35.0,0,Loyal
66397,846,1,34.95000076293945,1,Hibernating
69065,808,1,126.91999816894531,3,At-Risk
69549,585,1,64.99999809265137,1,Hibernating
75206,971,1,18.25,1,Hibernating
77032,43,2,249.1999969482422,2,Champions
80880,352,2,226.0,3,At-Risk
89631,393,4,269.9000015258789,2,Champions
91538,163,1,39.989999771118164,1,Hibernating
92875,50,3,39.72000026702881,2,Champions
93977,288,1,55.0,1,Hibernating
94744,79,1,49.0,0,Loyal
95411,37,3,169.060001373291,2,Champions
98281,229,3,93.98000144958496,2,Champions
7569,53,2,206.93999671936035,2,Champions
12400,1124,1,19.979999542236328,1,Hibernating
18372,1225,2,131.9300022125244,3,At-Risk
27895,739,1,47.950000762939446,1,Hibernating
44676,165,1,138.75,3,At-Risk
64746,1741,1,6.96999979019165,1,Hibernating
68193,123,1,30.88999938964844,1,Hibernating
69750,446,1,19.309999465942383,1,Hibernating
6787,15,2,66.98999977111816,0,Loyal
15752,296,3,44.989999771118164,2,Champions
17802,43,4,319.62000274658203,2,Champions
19044,1262,1,54.950000762939446,1,Hibernating
21594,173,2,122.9900016784668,3,At-Risk
24393,769,2,49.950000762939446,1,Hibernating
65800,270,3,45.34000015258789,2,Champions
73868,438,1,46.9900016784668,1,Hibernating
91127,21,2,21.989999771118164,0,Loyal
9039,649,1,40.84000015258789,1,Hibernating
13168,746,1,44.0,1,Hibernating
14111,229,1,78.0,3,At-Risk
18147,317,1,59.0,1,Hibernating
26140,254,4,103.96999931335449,2,Champions
26806,8,1,24.989999771118164,0,Loyal
49704,105,1,59.0,0,Loyal
58213,490,1,21.989999771118164,1,Hibernating
72715,206,4,67.5,2,Champions
78736,531,1,19.989999771118164,1,Hibernating
84345,169,1,57.0,1,Hibernating
10842,992,1,25.0,1,Hibernating
14808,1224,1,46.0,1,Hibernating
32421,142,2,174.39999961853027,2,Champions
35344,54,3,272.9699993133545,2,Champions
38431,21,1,17.950000762939453,0,Loyal
40570,593,1,144.27000427246094,3,At-Risk
46022,333,2,25.0,1,Hibernating
46148,6,1,10.0,0,Loyal
48504,7,2,11.1899995803833,0,Loyal
54124,1215,1,192.94000053405762,3,At-Risk
61929,140,1,39.9900016784668,1,Hibernating
80893,136,2,175.32000350952148,2,Champions
88499,1428,1,20.229999542236328,1,Hibernating
90926,271,2,29.0,1,Hibernating
94180,61,1,25.739999771118164,0,Loyal
98687,712,1,39.9900016784668,1,Hibernating
17009,1235,1,60.0,1,Hibernating
51647,449,2,152.96999740600586,3,At-Risk
53130,151,1,26.979999542236328,1,Hibernating
55934,1289,1,32.900001525878906,1,Hibernating
82794,1678,1,164.68000030517578,3,At-Risk
87916,187,1,34.9900016784668,1,Hibernating
54,145,2,205.21000480651855,2,Champions
9355,23,1,189.0,0,Loyal
11087,379,2,201.80000019073486,3,At-Risk
13855,242,4,981.1500015258789,2,Champions
15228,373,2,301.98000144958496,3,At-Risk
15853,654,1,67.98999786376953,3,At-Risk
16000,12,4,308.25,2,Champions
17614,41,1,12.989999771118164,0,Loyal
20001,222,2,111.98999977111816,3,At-Risk
39405,1026,1,34.989999771118164,1,Hibernating
52426,949,1,52.950000762939446,1,Hibernating
52668,151,2,86.5,3,At-Risk
60499,1415,1,32.0,1,Hibernating
81266,1313,1,59.950000762939446,1,Hibernating
86291,244,1,25.0,1,Hibernating
88363,4,1,13.420000076293944,0,Loyal
4623,642,1,25.0,1,Hibernating
7392,236,1,17.899999618530273,1,Hibernating
34345,378,1,58.0,1,Hibernating
51567,26,2,120.9200029373169,0,Loyal
62660,119,1,146.63000392913818,3,At-Risk
70845,26,2,7.739999771118163,0,Loyal
75109,593,1,85.0,3,At-Risk
93983,41,1,43.9900016784668,0,Loyal
94626,822,1,20.0,1,Hibernating
95799,87,1,46.170000076293945,0,Loyal
1312,38,2,216.48999977111816,2,Champions
3065,206,1,170.0,3,At-Risk
7340,250,1,69.0,3,At-Risk
12950,189,2,203.8899974822998,2,Champions
47372,443,2,14.989999771118164,1,Hibernating
54730,216,2,9.15999984741211,1,Hibernating
57566,167,1,49.950000762939446,1,Hibernating
61744,175,2,42.0,1,Hibernating
80371,8,2,49.9900016784668,0,Loyal
84391,237,1,99.98999786376952,3,At-Risk
95868,108,2,174.9499969482422,2,Champions
97610,292,1,17.989999771118164,1,Hibernating
8026,1096,1,59.9900016784668,1,Hibernating
11488,46,1,39.5,0,Loyal
13331,474,2,52.0,3,At-Risk
24878,213,2,145.75000190734863,3,At-Risk
26513,169,3,73.76000022888184,2,Champions
29720,112,1,45.02000045776367,1,Hibernating
31130,203,2,163.9499969482422,3,At-Risk
43792,87,2,42.0,0,Loyal
43900,257,1,29.850000381469727,1,Hibernating
76009,105,1,25.0,1,Hibernating
79277,91,2,90.20000076293945,2,Champions
79342,589,1,44.0,1,Hibernating
81574,18,1,24.5,0,Loyal
88812,48,1,60.94999885559082,0,Loyal
89048,62,1,13.0,1,Hibernating
95067,330,1,16.5,1,Hibernating
99451,284,3,95.9900016784668,2,Champions
2402,1063,2,84.47999954223633,3,At-Risk
5950,212,1,24.989999771118164,1,Hibernating
17054,135,2,540.0,2,Champions
30533,2,1,17.40000009536743,0,Loyal
37118,144,1,79.0,3,At-Risk
39501,107,4,297.94000244140625,2,Champions
44998,309,2,94.5,3,At-Risk
47077,79,1,35.599998474121094,0,Loyal
55490,140,1,116.98999786376952,3,At-Risk
58001,199,2,54.0,3,At-Risk
59901,240,2,60.0,3,At-Risk
65823,139,1,50.0,1,Hibernating
66480,718,1,50.08000183105469,1,Hibernating
80231,90,3,230.89999389648438,2,Champions
2563,20,2,101.98999786376953,0,Loyal
3671,66,2,106.53000068664551,2,Champions
3773,281,3,227.5,2,Champions
8135,1190,1,204.98999977111816,3,At-Risk
9544,1338,1,32.0,1,Hibernating
19640,169,2,0.4900000095367431,1,Hibernating
24248,4,1,87.16999816894531,0,Loyal
24260,1346,1,16.0,1,Hibernating
24412,31,1,47.790000915527344,0,Loyal
26376,205,2,32.9900016784668,1,Hibernating
49596,175,2,368.040002822876,2,Champions
54308,110,1,59.5,0,Loyal
63722,57,1,35.0,0,Loyal
75120,497,1,39.9900016784668,1,Hibernating
2070,113,1,44.9900016784668,1,Hibernating
7542,35,2,54.97999954223633,0,Loyal
7825,18,2,32.5,0,Loyal
10883,109,1,16.479999542236328,1,Hibernating
16389,847,1,95.73999977111816,3,At-Risk
17144,1412,1,68.0,3,At-Risk
27572,1066,2,29.950000762939453,1,Hibernating
28015,635,1,30.350000381469727,1,Hibernating
40145,194,1,81.92999935150146,3,At-Risk
45304,1687,1,10.170000076293944,1,Hibernating
48320,918,2,39.97999954223633,1,Hibernating
53753,249,3,66.51999950408936,2,Champions
54670,107,3,54.46999931335449,2,Champions
55324,58,1,59.5,0,Loyal
78442,182,1,100.36000061035156,3,At-Risk
81026,283,1,54.0,1,Hibernating
81925,102,2,34.0,0,Loyal
87790,133,1,55.989999771118164,1,Hibernating
88722,268,1,74.40999984741211,3,At-Risk
90427,78,1,89.94999694824217,0,Loyal
91733,200,1,39.5,1,Hibernating
92482,804,1,120.0,3,At-Risk
10219,137,3,42.0,2,Champions
13739,78,2,169.28000259399414,2,Champions
14626,32,1,71.98999786376953,0,Loyal
44450,76,1,10.0,1,Hibernating
60509,28,3,156.31999969482422,2,Champions
71266,408,4,52.560001373291016,2,Champions
76627,456,1,25.0,1,Hibernating
77711,425,2,85.94999694824219,3,At-Risk
94021,1160,1,117.9000015258789,3,At-Risk
17376,961,1,25.0,1,Hibernating
29095,53,2,36.90000057220459,0,Loyal
33782,485,1,158.76000022888184,3,At-Risk
52152,237,1,226.43999862670898,3,At-Risk
70553,24,1,75.0,0,Loyal
93947,34,2,406.4499988555908,2,Champions
99470,222,1,92.78999900817871,3,At-Risk
6852,40,1,49.9900016784668,0,Loyal
18044,339,1,127.10000038146973,3,At-Risk
24993,48,2,290.25,2,Champions
35317,484,1,27.989999771118164,1,Hibernating
41326,137,1,22.989999771118164,1,Hibernating
75227,460,1,47.0,1,Hibernating
84955,700,1,69.0,3,At-Risk
94410,69,3,129.57999992370605,2,Champions
3552,266,2,225.0,3,At-Risk
9288,481,2,287.9799995422363,3,At-Risk
10394,132,4,331.9699993133545,2,Champions
12434,42,1,34.9900016784668,0,Loyal
16458,346,1,19.989999771118164,1,Hibernating
27257,12,1,70.0,0,Loyal
41080,35,1,24.989999771118164,0,Loyal
44718,275,2,144.0,3,At-Risk
49259,4,1,91.9900016784668,0,Loyal
53337,110,1,11.989999771118164,1,Hibernating
56114,49,2,76.30000305175781,0,Loyal
68394,7,1,34.0,0,Loyal
70074,429,1,30.989999771118164,1,Hibernating
74097,1169,1,39.9900016784668,1,Hibernating
79796,591,2,346.95000076293945,3,At-Risk
81756,23,1,126.94000053405762,0,Loyal
90169,548,1,320.5300006866455,3,At-Risk
92348,73,1,12.979999542236328,1,Hibernating
93559,120,1,149.9499969482422,3,At-Risk
93874,504,1,169.99000549316406,3,At-Risk
4687,1432,1,93.8900032043457,3,At-Risk
9141,1277,1,12.949999809265137,1,Hibernating
11602,1392,1,25.0,1,Hibernating
20233,4,1,124.0,0,Loyal
28879,85,1,13.0,1,Hibernating
35206,36,2,41.239999771118164,0,Loyal
46665,771,2,114.9900016784668,3,At-Risk
83378,208,2,122.54999923706055,3,At-Risk
89703,1061,2,24.950000762939453,1,Hibernating
93053,163,1,24.989999771118164,1,Hibernating
98217,328,2,187.45000076293945,3,At-Risk
99928,77,1,274.1400032043457,3,At-Risk
3846,1,1,126.27999687194824,0,Loyal
21505,8,4,397.41999435424805,2,Champions
29067,491,3,252.0,2,Champions
39440,779,1,12.0,1,Hibernating
45168,6,1,67.78999900817871,0,Loyal
52791,14,1,29.989999771118164,0,Loyal
