order_item_id,return_probability,risk_band
145476,0.5011635866302308,Medium
148312,0.48583028828781344,Low
149513,0.5070914016891954,High
150780,0.4982432128509993,Medium
150997,0.4759652300966588,Low
153410,0.5080984747713767,High
153851,0.4878551477989039,Low
154278,0.4882424595995337,Low
155703,0.4859356071719495,Low
156005,0.4873162920941712,Low
157736,0.48740122253725615,Low
159970,0.506023787123096,High
160230,0.48535687011503903,Low
161628,0.4994517310983445,Medium
162339,0.49895454097956987,Medium
164264,0.4815340374336347,Low
166872,0.49334047025196476,Low
169887,0.49394287880090987,Low
170413,0.499139084084401,Medium
177168,0.49580946926695396,Medium
3950,0.5040760087161021,Medium
10342,0.49882361906223,Medium
12346,0.5011747274319801,Medium
17184,0.5054401029945963,High
22118,0.5123495765173787,High
22444,0.49936094375483736,Medium
22738,0.485629824692944,Low
23324,0.5066298928358323,High
24271,0.5023745261520342,Medium
30432,0.5016766103154892,Medium
41103,0.5081431263442081,High
41451,0.5005380857113736,Medium
48966,0.501606132897101,Medium
50072,0.4997255077521756,Medium
53553,0.5059623109195398,High
56228,0.47969889461781495,Low
60542,0.48278829660569156,Low
62783,0.4995382511146384,Medium
64538,0.48012258809172437,Low
68718,0.5064013561848986,High
71359,0.4988399937706618,Medium
75039,0.48712318967609614,Low
84332,0.5070640964579444,High
87344,0.4878428848401803,Low
89127,0.4938302703271968,Low
91842,0.5085461217811733,High
94215,0.4925413548677553,Low
99625,0.5012061393911745,Medium
100760,0.4952888132952207,Medium
100800,0.502480119858896,Medium
102801,0.5013128470844369,Medium
104567,0.5095841432845095,High
104766,0.49174661971268374,Low
105617,0.5069808867370185,High
106627,0.5057658281342577,High
107283,0.507361531678571,High
113297,0.49821324863683714,Medium
113645,0.4960021963725967,Medium
114869,0.5025883852498763,Medium
116317,0.48726808862323423,Low
119118,0.4949580739274946,Medium
128982,0.4928921035885517,Low
129772,0.5004310025278735,Medium
132248,0.5094361238256466,High
143774,0.50585060809141,High
149185,0.5069370367716621,High
151087,0.4995257391440257,Medium
153505,0.4991656846025121,Medium
157822,0.4905231904971951,Low
159636,0.5007711347223769,Medium
160573,0.5008753647528776,Medium
164767,0.5036627445224198,Medium
169601,0.48470991665436286,Low
171353,0.4986686164216616,Medium
173574,0.48104951902537474,Low
176031,0.48796852351953934,Low
179627,0.5002019667113817,Medium
179685,0.48143161605046375,Low
1738,0.4793972221209242,Low
9475,0.48963218905480665,Low
11871,0.49076836749466907,Low
20648,0.5010697380507089,Medium
41470,0.5068671733241604,High
90702,0.4917777137466521,Low
98119,0.4939483339956852,Low
100904,0.4919701073338459,Low
101798,0.502619507123414,Medium
122626,0.49792068010011314,Medium
132713,0.49368079969744894,Low
136975,0.4989633922422753,Medium
147198,0.5017568935881995,Medium
148418,0.4982556120872322,Medium
157393,0.47790720954422683,Low
161784,0.4887437096537487,Low
163025,0.4887785271432293,Low
171675,0.5006632741729375,Medium
172602,0.4948080264791802,Low
4297,0.48630335924176066,Low
70251,0.4939988017642994,Low
86627,0.48916426979448285,Low
101278,0.49258153596985016,Low
105535,0.5005236478149108,Medium
129202,0.507233485152957,High
154490,0.4951197428610645,Medium
158036,0.4929226607902397,Low
22044,0.5009253883096788,Medium
52396,0.5006532441443432,Medium
65014,0.4994590568766744,Medium
88325,0.508246056140085,High
78243,0.4763654588331019,Low
80280,0.47745931653263224,Low
177553,0.47788452731939673,Low
179481,0.47627680484677426,Low
85162,0.4785963428058024,Low
7496,0.5212928986124612,High
38782,0.5217545861431307,High
39766,0.5083061457472282,High
95635,0.5272476383630856,High
120752,0.5203484345122147,High
160258,0.510975005070931,High
126984,0.5233055997647963,High
149101,0.5027887276142458,Medium
39688,0.5167978394929814,High
60152,0.5054685309616348,High
95959,0.508520724838729,High
124662,0.5099236203150321,High
161605,0.4935488398699148,Low
164122,0.5079892734141122,High
175918,0.48030194734703857,Low
83431,0.4805919264334837,Low
92187,0.47868889880477944,Low
150452,0.5084855029739035,High
11764,0.5006933127189347,Medium
142985,0.49333431658825566,Low
159587,0.5012221699596159,Medium
52000,0.48660799547558736,Low
138786,0.48583023233000555,Low
8490,0.4999815566597223,Medium
58186,0.4896576645502789,Low
76744,0.4997225482899361,Medium
82601,0.5108166815680605,High
82797,0.4985237951039383,Medium
104697,0.5003572143626732,Medium
136338,0.4988274172562527,Medium
147943,0.5008725624611974,Medium
152487,0.4996174476196801,Medium
179197,0.4865384088394305,Low
136426,0.49522054632969986,Medium
167492,0.5134913540926893,High
40407,0.4920798234037895,Low
97689,0.4916267367266039,Low
36944,0.5010129465738455,Medium
74140,0.5025358157557596,Medium
90688,0.5020944602532491,Medium
172317,0.4994681153377457,Medium
70875,0.501371779462692,Medium
158147,0.49940737172725314,Medium
34237,0.5004487243180875,Medium
17236,0.510021586391199,High
94238,0.5111068327683876,High
99641,0.4921305805662763,Low
49461,0.48831066452715627,Low
109610,0.5101296895890571,High
20420,0.5414675463636301,High
111662,0.5528793530551728,High
171454,0.5495861194802382,High
73589,0.48643401520012136,Low
88189,0.49863888668252104,Medium
37853,0.5006346929665118,Medium
40530,0.49913129697697767,Medium
83404,0.481867731622458,Low
104823,0.4983214683858498,Medium
130826,0.48666504412081507,Low
137786,0.4806084081766804,Low
156689,0.4995808979692247,Medium
159307,0.5020032809588039,Medium
174692,0.49898354722061844,Medium
104886,0.4985687319262488,Medium
124703,0.47954983642882626,Low
163750,0.5017727734996097,Medium
51041,0.48620277159723085,Low
105243,0.49668801004165564,Medium
167109,0.4945150846905192,Low
176525,0.49352627150826106,Low
21285,0.4940927057427217,Low
101640,0.49416439501113596,Low
165163,0.49677798374098686,Medium
8402,0.5071854968498515,High
12886,0.5000224212571941,Medium
30852,0.5004910585933381,Medium
102773,0.5012084830275189,Medium
108879,0.5094315909000107,High
151088,0.5107561128710738,High
27361,0.501971090030126,Medium
86593,0.4945276435915201,Low
87260,0.5084455704360974,High
39525,0.5024640758086082,Medium
108043,0.5107479362234967,High
33416,0.5004970480920101,Medium
105411,0.49649808902394715,Medium
146718,0.5095342845794484,High
178349,0.5081430244057324,High
13406,0.49261036890830096,Low
130680,0.49948035093978327,Medium
171959,0.49206488026905065,Low
22507,0.4938991543278104,Low
1242,0.4927570536405843,Low
47542,0.49280711028470175,Low
67548,0.5002100327612788,Medium
135656,0.5005790330986032,Medium
128539,0.5005394299796577,Medium
112155,0.49913568895726107,Medium
23232,0.5001074249616594,Medium
42651,0.49843901962814086,Medium
165895,0.5008952685971646,Medium
16768,0.5008255613388163,Medium
24978,0.4992069101746257,Medium
38029,0.49948057774539895,Medium
92486,0.49866059208115676,Medium
73623,0.4841009358423843,Low
95912,0.49459811747137106,Low
121665,0.4987824471869558,Medium
19288,0.49827759531837623,Medium
26670,0.4865967400089726,Low
55939,0.4995814467661929,Medium
63290,0.48373393472596676,Low
83448,0.5007979740902335,Medium
101391,0.500847731782531,Medium
180706,0.48544425423402754,Low
18405,0.480279385645274,Low
45105,0.4987533368436387,Medium
82474,0.48710899732691604,Low
118678,0.48490711025759126,Low
125268,0.5006461941430801,Medium
44895,0.49826739322040287,Medium
95402,0.5006796250154164,Medium
100635,0.49855355321058625,Medium
154977,0.5011152584380039,Medium
12571,0.49810187446880044,Medium
7352,0.5001460859021615,Medium
16092,0.49331986019879187,Low
19791,0.49267901361546645,Low
25056,0.5110804721320565,High
43941,0.48638045068004737,Low
50578,0.5212490353659742,High
56312,0.4874824202942597,Low
68959,0.5090650856675744,High
78560,0.486809683970562,Low
80830,0.48468168134771356,Low
89106,0.4995516736445038,Medium
103334,0.5040117207818967,Medium
119036,0.48043149851334804,Low
120270,0.48751750446127273,Low
127785,0.5010182181701791,Medium
129057,0.5237389513450112,High
143035,0.5015325887503274,Medium
145038,0.5017209151564224,Medium
146084,0.5000394619910221,Medium
147446,0.5008794090989201,Medium
147542,0.5297306936478933,High
148533,0.500588169515062,Medium
157402,0.4864458273809765,Low
158740,0.5013617823169249,Medium
166941,0.5087838594558275,High
176386,0.503352556257654,Medium
28462,0.500332423842499,Medium
38809,0.49889285134357403,Medium
51030,0.47940586817283953,Low
94677,0.4869136248673305,Low
99135,0.5030198584882348,Medium
116936,0.5215216672063546,High
117263,0.5062232940908356,High
117865,0.4994636374510493,Medium
149177,0.4946225169691663,Low
150545,0.4880051434282822,Low
154970,0.5105283167046951,High
167215,0.5027031897464813,Medium
18440,0.49362894045068745,Low
27413,0.500176629887218,Medium
168468,0.49991703332318954,Medium
16528,0.49103471593658443,Low
39862,0.49854358356590456,Medium
8981,0.4766663756063019,Low
84795,0.48488058974547277,Low
37926,0.4863083615720694,Low
37928,0.4863083615720694,Low
47372,0.5076080099259894,High
115320,0.5023391476061477,Medium
124186,0.5084862365135466,High
141246,0.5017367688275388,Medium
143117,0.5070526695462146,High
77102,0.5026458106652988,Medium
158134,0.49481393048615674,Low
2021,0.485492091661056,Low
3903,0.4997532594707054,Medium
7363,0.4936574041703602,Low
9546,0.4895178434499636,Low
9712,0.4997467303648861,Medium
16643,0.5023392743967628,Medium
18765,0.4939772269959497,Low
22246,0.4866736212267081,Low
23021,0.4926502989317632,Low
23790,0.5090128989475754,High
24940,0.48285756319110357,Low
29604,0.48768208484277764,Low
32215,0.4992656550325762,Medium
35043,0.5108341425928287,High
36391,0.5107935429581254,High
38686,0.5024561296479538,Medium
39375,0.5009430973216012,Medium
39833,0.5029734942042609,Medium
40426,0.5003855147886305,Medium
41712,0.4879373434235521,Low
42694,0.4945280443803568,Low
58870,0.48711439301759524,Low
60494,0.48715336220786326,Low
65868,0.4995638740416369,Medium
66744,0.5094579877682164,High
70206,0.5094184023657405,High
84592,0.4913713930985816,Low
86572,0.5029562570658389,Medium
90858,0.49058476908691795,Low
95052,0.5015091221372292,Medium
98666,0.48688809718499904,Low
100098,0.5096525271252883,High
101508,0.5003928215274418,Medium
104972,0.4998294182598265,Medium
109201,0.48672725789390214,Low
119386,0.5016302920355674,Medium
123069,0.5022713189940701,Medium
123694,0.5018166278046414,Medium
124271,0.5003095533682599,Medium
126085,0.49904326864904996,Medium
127582,0.5013262118195099,Medium
144624,0.5052642115133238,High
151597,0.5072059593095655,High
156049,0.5008445046303204,Medium
157436,0.5010862368834572,Medium
161885,0.49130256825875146,Low
165106,0.5220281943500353,High
166002,0.4980634482093529,Medium
169971,0.5103685433441497,High
172203,0.48752640698044325,Low
176051,0.48638884480574696,Low
5748,0.5080296652178194,High
13053,0.5022439019748471,Medium
13310,0.4887569661793824,Low
15679,0.5111003192889828,High
22903,0.49019683793377855,Low
26329,0.5009150995757166,Medium
31794,0.5078628314776799,High
36831,0.5003020152236622,Medium
39911,0.49981900975062316,Medium
46645,0.48906819838748705,Low
49983,0.5076738019881774,High
76472,0.5084881911269561,High
84587,0.5173747159610822,High
96405,0.48830546662399993,Low
108018,0.50251806469908,Medium
138167,0.48748520595157885,Low
151708,0.4929476122317886,Low
153199,0.5011778501982301,Medium
154335,0.4984932766437698,Medium
155743,0.488213980116823,Low
170894,0.48944164470494095,Low
174449,0.4851828996850015,Low
433,0.5101248753359718,High
1298,0.5092494690124929,High
3066,0.4868564322416911,Low
4690,0.48068968314860805,Low
5043,0.5078500655197199,High
8279,0.5114122494493915,High
8950,0.4866406161057195,Low
10094,0.5088680366163678,High
11389,0.49780751307924853,Medium
11529,0.5009123409116811,Medium
11868,0.49850421745176854,Medium
12914,0.5005401172770972,Medium
13402,0.493540723120324,Low
14315,0.4883147560764074,Low
15149,0.501108063883484,Medium
15603,0.4904105811761043,Low
18377,0.5058893923390946,High
18539,0.49285508004840684,Low
18781,0.47717592722666397,Low
20538,0.4892341827870004,Low
20713,0.4906884508136896,Low
22172,0.5007708651444843,Medium
22252,0.5001030288392975,Medium
23891,0.5063283878170821,High
24158,0.4993888482530614,Medium
24479,0.5011447727829819,Medium
25157,0.50162399137097,Medium
25168,0.49439856369243956,Low
25239,0.49324439967427397,Low
25631,0.4788405292987792,Low
25872,0.48045564574064814,Low
25999,0.49454027065446815,Low
29936,0.493823143241573,Low
30436,0.4802119150502463,Low
31778,0.5007560144032903,Medium
32300,0.5045412230907309,Medium
33586,0.4986635056863333,Medium
34806,0.5105654087768282,High
35315,0.5001307055913046,Medium
36516,0.4994788492350915,Medium
38025,0.4862290391004757,Low
39938,0.5003609922503883,Medium
40294,0.4909982793565306,Low
40297,0.4930343177453028,Low
42255,0.5108364139670148,High
42353,0.5008070776918864,Medium
42874,0.5076658743585089,High
42881,0.48180572628854346,Low
43872,0.5008337698634157,Medium
43980,0.49943398215707774,Medium
45739,0.48901057911224327,Low
46597,0.5084927008041665,High
46947,0.5072485695051955,High
49083,0.4786915974577545,Low
50097,0.48473640423389197,Low
50438,0.5005433286421844,Medium
51894,0.49778169375662196,Medium
53045,0.4807340324403056,Low
53174,0.5030833931777295,Medium
53364,0.4911354193579732,Low
53898,0.497186121051878,Medium
54822,0.5128951234546172,High
55908,0.5015018153337821,Medium
56344,0.49892504063563603,Medium
57263,0.49449161471872377,Low
62196,0.5016541457719822,Medium
62415,0.48633531193801993,Low
63202,0.49138907614958954,Low
64961,0.4884084182686959,Low
65040,0.49872080657607215,Medium
65498,0.48503272172065703,Low
65637,0.4939080734325836,Low
66818,0.4818768733320269,Low
67226,0.49341381953804375,Low
69338,0.5006308036712058,Medium
69565,0.5017378723781485,Medium
70218,0.4905191069743621,Low
70244,0.4921799297994184,Low
70811,0.47719974100068313,Low
71969,0.5001574518243489,Medium
72254,0.49911984119590935,Medium
72889,0.5130735436817645,High
73070,0.4894252913196472,Low
73708,0.4879387381482024,Low
73879,0.5007662542274074,Medium
74235,0.5015811519676371,Medium
76560,0.48699841065707505,Low
76595,0.5063327802779483,High
76975,0.49234643176483006,Low
77057,0.49244891318730444,Low
77280,0.4856452649159281,Low
77376,0.4921863470661794,Low
77970,0.49878508977593866,Medium
78309,0.4784752294385526,Low
78877,0.5003206466074952,Medium
79276,0.4859040353199149,Low
79481,0.4829100598405766,Low
80229,0.5041479951285004,Medium
83102,0.49989930590836773,Medium
83490,0.48277871182564347,Low
83514,0.4773188114201939,Low
85015,0.48951133225331267,Low
85314,0.49480001027767784,Low
86118,0.49261328120844683,Low
86425,0.47880635501461877,Low
87256,0.49162236063554177,Low
88540,0.5014041935492882,Medium
88907,0.48750822271939953,Low
91011,0.4948566614719429,Low
91733,0.4842104789830347,Low
92530,0.49387937168944207,Low
92598,0.5021547631357793,Medium
93761,0.4895622482772174,Low
95355,0.476140800353856,Low
95463,0.47964447810139144,Low
97355,0.5015551873794698,Medium
99194,0.5003918978443619,Medium
99892,0.49331021595013536,Low
102430,0.509205818852783,High
103399,0.4929832569148305,Low
104461,0.5110955594168755,High
104650,0.4934309683726047,Low
105579,0.48004549682412223,Low
107208,0.49257362103265223,Low
108374,0.49845446008495176,Medium
108624,0.5007283045424185,Medium
109073,0.48178179914687785,Low
109901,0.5012774176426661,Medium
111199,0.5000747099059395,Medium
111482,0.4825784342422449,Low
111702,0.5000049868877995,Medium
114918,0.49079195436937245,Low
115822,0.5079083255382763,High
118909,0.48239837391807744,Low
119113,0.5000275995591392,Medium
123176,0.4727864017481238,Low
123932,0.4912352112643391,Low
124134,0.48639895442749953,Low
124491,0.48536629982791946,Low
124840,0.5000377179593148,Medium
125072,0.48944506692238016,Low
126219,0.5290672454493295,High
127053,0.49819385739936367,Medium
127873,0.49142350004857954,Low
128121,0.5012123734183522,Medium
129263,0.47631178993877826,Low
130815,0.494439215838861,Low
132295,0.5112932776166751,High
133229,0.4973334316845219,Medium
133550,0.47681185728168834,Low
134372,0.49916902395275436,Medium
134809,0.47889088608274644,Low
134868,0.48480392537975275,Low
134887,0.4762363804266703,Low
135060,0.4920256342877493,Low
135590,0.47619958068894314,Low
137413,0.47780992257814237,Low
137592,0.5015800186736374,Medium
138422,0.4806436459581263,Low
139336,0.4996638089542433,Medium
139727,0.4993203384709968,Medium
140356,0.4790415121608709,Low
141553,0.4852082417341346,Low
141730,0.500388126132043,Medium
141741,0.5026782357722898,Medium
