month_start,traffic_source,sessions,users,product_view_sessions,cart_sessions,purchase_sessions,abandoned_cart_sessions,session_conversion_rate,cart_abandonment_rate,avg_events_per_session,avg_session_duration_seconds,avg_event_identity_coverage_rate
2022-10-01,YouTube,1158,327,1158,741,343,398,0.29620034542314333,0.5371120107962213,3.6882556131260795,26950.28151986183,0.29620034542314333
2021-06-01,Email,4163,615,4163,2453,732,1721,0.17583473456641846,0.7015898899306972,3.0852750420369928,16645.601489310593,0.17583473456641846
2024-01-01,YouTube,1620,762,1620,1213,802,411,0.49506172839506174,0.3388293487221764,4.690123456790124,46811.17962962963,0.49506172839506174
2022-08-01,Email,5105,1162,5105,3257,1439,1818,0.28188050930460334,0.5581823764200184,3.678550440744368,27289.3096963761,0.28188050930460334
2023-10-01,YouTube,1444,594,1444,1057,628,429,0.43490304709141275,0.40586565752128667,4.433518005540166,45642.00069252078,0.43490304709141275
2024-04-01,Facebook,1985,1169,1985,1595,1237,358,0.6231738035264484,0.2244514106583072,5.331486146095718,56951.24735516373,0.6231738035264484
2021-12-01,YouTube,1074,233,1074,669,244,425,0.2271880819366853,0.6352765321375187,3.351024208566108,20136.244878957168,0.2271880819366853
2023-08-01,Facebook,1321,537,1321,951,562,389,0.4254352763058289,0.40904311251314407,4.342922028766086,43838.19909159728,0.4254352763058289
2021-02-01,YouTube,859,140,859,499,148,351,0.17229336437718276,0.7034068136272545,3.122235157159488,17007.228172293366,0.17229336437718276
2019-06-01,Facebook,816,29,816,420,32,388,0.0392156862745098,0.9238095238095239,2.428921568627451,4960.873774509804,0.0392156862745098
2022-11-01,Facebook,1164,346,1164,800,365,435,0.313573883161512,0.54375,3.8513745704467355,29519.444158075603,0.313573883161512
2020-07-01,Email,4145,370,4145,2286,452,1834,0.10904704463208685,0.8022747156605424,2.778045838359469,10636.740168878167,0.10904704463208685
2021-04-01,Organic,442,83,442,240,85,155,0.19230769230769232,0.6458333333333334,3.2081447963800906,20045.493212669684,0.19230769230769232
2021-10-01,Adwords,2975,513,2975,1746,587,1159,0.1973109243697479,0.6638029782359679,3.1973109243697477,19634.46655462185,0.1973109243697479
2022-03-01,Email,4707,965,4707,2958,1149,1809,0.24410452517527087,0.6115618661257607,3.434246866369237,22182.881240705334,0.24410452517527087
2022-12-01,YouTube,1163,374,1163,764,386,378,0.33190025795356837,0.49476439790575916,3.8538263112639726,30111.40154772141,0.33190025795356837
2022-09-01,Adwords,3251,830,3251,2071,957,1114,0.29437096278068287,0.5379043940125543,3.6816364195632114,27995.556751768687,0.29437096278068287
2022-11-01,YouTube,1079,328,1079,721,340,381,0.31510658016682114,0.5284327323162274,3.804448563484708,29674.71547729379,0.31510658016682114
2021-08-01,Facebook,984,186,984,590,197,393,0.20020325203252032,0.6661016949152543,3.1819105691056913,18275.577235772358,0.20020325203252032
2021-11-01,Adwords,2918,557,2918,1766,635,1131,0.21761480466072652,0.6404303510758776,3.323509252912954,19119.016449623028,0.21761480466072652
2019-08-01,Email,3874,134,3874,2053,169,1884,0.0436241610738255,0.9176814417924988,2.496386164171399,5524.347960764068,0.0436241610738255
2020-05-01,Organic,454,42,454,258,44,214,0.09691629955947137,0.8294573643410853,2.7687224669603525,8688.23127753304,0.09691629955947137
2022-02-01,Organic,432,88,432,267,89,178,0.20601851851851852,0.6666666666666666,3.3078703703703702,20006.19675925926,0.20601851851851852
2021-02-01,Facebook,879,139,879,505,149,356,0.1695108077360637,0.7049504950495049,3.1160409556313993,17734.68145620023,0.1695108077360637
2022-10-01,Adwords,3343,863,3343,2154,977,1177,0.29225246784325454,0.5464252553389044,3.7020640143583607,26263.370026921926,0.29225246784325454
2021-03-01,Facebook,944,132,944,523,137,386,0.1451271186440678,0.7380497131931166,2.88771186440678,10290.056144067798,0.1451271186440678
2021-12-01,Facebook,1044,216,1044,627,224,403,0.21455938697318008,0.6427432216905901,3.363984674329502,20016.484674329502,0.21455938697318008
2021-03-01,YouTube,930,139,930,529,145,384,0.15591397849462366,0.725897920604915,3.055913978494624,14955.289247311828,0.15591397849462366
2022-12-01,Facebook,1129,337,1129,756,347,409,0.3073516386182462,0.541005291005291,3.729849424269265,24980.286093888397,0.3073516386182462
2023-02-01,YouTube,1157,363,1157,785,378,407,0.3267070008643042,0.5184713375796178,3.8660328435609332,29805.698357821955,0.3267070008643042
2021-10-01,Facebook,1032,215,1032,624,228,396,0.22093023255813954,0.6346153846153846,3.261627906976744,17941.095930232557,0.22093023255813954
2020-09-01,Organic,472,62,472,263,62,201,0.13135593220338984,0.7642585551330798,2.902542372881356,16045.887711864407,0.13135593220338984
2023-02-01,Facebook,1090,350,1090,759,361,398,0.3311926605504587,0.5243741765480896,3.9486238532110094,31405.532110091743,0.3311926605504587
2019-03-01,Adwords,2447,26,2447,1213,29,1184,0.011851246424192888,0.9760923330585326,2.289742541888026,2143.6485492439724,0.011851246424192888
2020-08-01,Organic,454,43,454,256,44,212,0.09691629955947137,0.828125,2.7224669603524227,8467.34140969163,0.09691629955947137
2019-12-01,Organic,402,18,402,197,18,179,0.04477611940298507,0.9086294416243654,2.4079601990049753,4261.634328358209,0.04477611940298507
2019-06-01,Adwords,2389,63,2389,1232,72,1160,0.0301381331100879,0.9415584415584416,2.3884470489744665,3210.569275847635,0.0301381331100879
2019-05-01,Adwords,2429,50,2429,1258,53,1205,0.02181967888019761,0.9578696343402225,2.344586249485385,2902.6397694524494,0.02181967888019761
2021-11-01,Facebook,933,205,933,591,215,376,0.2304394426580922,0.6362098138747885,3.433011789924973,23220.55198285102,0.2304394426580922
2020-02-01,Adwords,2426,163,2426,1322,185,1137,0.07625721352019786,0.8600605143721634,2.640972794723825,7797.067600989283,0.07625721352019786
2020-06-01,Organic,425,45,425,234,49,185,0.11529411764705882,0.7905982905982906,2.7929411764705883,12844.0,0.11529411764705882
2021-02-01,Adwords,2533,332,2533,1445,366,1079,0.14449269640742202,0.7467128027681661,2.948282668772207,12818.935649427556,0.14449269640742202
2019-05-01,Facebook,808,19,808,397,21,376,0.02599009900990099,0.947103274559194,2.353960396039604,2537.5717821782177,0.02599009900990099
2021-08-01,YouTube,992,169,992,619,178,441,0.17943548387096775,0.7124394184168013,3.192540322580645,18643.637096774193,0.17943548387096775
2020-10-01,Organic,424,60,424,243,62,181,0.14622641509433962,0.7448559670781894,2.9764150943396226,17539.39150943396,0.14622641509433962
2020-02-01,Facebook,774,61,774,427,68,359,0.08785529715762273,0.8407494145199064,2.6770025839793283,10077.235142118863,0.08785529715762273
2019-05-01,YouTube,809,24,809,413,27,386,0.03337453646477132,0.9346246973365617,2.4239802224969096,4489.200247218789,0.03337453646477132
2021-05-01,Organic,463,81,463,264,85,179,0.183585313174946,0.678030303030303,3.123110151187905,20766.19222462203,0.183585313174946
2021-12-01,Adwords,3030,580,3030,1839,648,1191,0.21386138613861386,0.6476345840130505,3.3145214521452147,21012.490429042904,0.21386138613861386
2022-01-01,Organic,538,128,538,338,133,205,0.24721189591078066,0.606508875739645,3.5353159851301115,24719.524163568774,0.24721189591078066
2021-11-01,YouTube,936,183,936,565,192,373,0.20512820512820512,0.6601769911504425,3.248931623931624,20645.838675213676,0.20512820512820512
2019-06-01,YouTube,757,21,757,386,21,365,0.02774108322324967,0.9455958549222798,2.392338177014531,3367.331571994716,0.02774108322324967
2022-09-01,Facebook,1086,306,1086,729,314,415,0.289134438305709,0.5692729766803841,3.721915285451197,27073.669429097605,0.289134438305709
2020-02-01,YouTube,810,63,810,446,65,381,0.08024691358024691,0.8542600896860987,2.6617283950617283,8212.114814814815,0.08024691358024691
2021-10-01,YouTube,966,193,966,589,205,384,0.2122153209109731,0.6519524617996605,3.2763975155279503,17465.94927536232,0.2122153209109731
2022-09-01,YouTube,1097,295,1097,694,304,390,0.27711941659070194,0.5619596541786743,3.644484958979034,26294.978122151322,0.27711941659070194
2019-03-01,YouTube,874,19,874,454,19,435,0.021739130434782608,0.9581497797356828,2.351258581235698,2445.818077803204,0.021739130434782608
2019-07-01,Organic,387,14,387,203,14,189,0.03617571059431524,0.9310344827586207,2.4263565891472867,3351.84496124031,0.03617571059431524
2019-03-01,Facebook,789,13,789,404,14,390,0.017743979721166033,0.9653465346534653,2.349809885931559,3150.0101394169837,0.017743979721166033
2020-03-01,Organic,405,35,405,209,35,174,0.08641975308641975,0.8325358851674641,2.637037037037037,6586.9876543209875,0.08641975308641975
2019-02-01,Organic,395,2,395,205,2,203,0.005063291139240506,0.9902439024390244,2.293670886075949,1773.8227848101267,0.005063291139240506
2023-03-01,Facebook,1197,401,1197,799,416,383,0.34753550543024225,0.4793491864831039,3.916457811194653,29759.833751044276,0.34753550543024225
2024-03-01,YouTube,1813,988,1813,1400,1049,351,0.5785990071704358,0.2507142857142857,5.05019305019305,50229.98676227248,0.5785990071704358
2022-05-01,Adwords,3192,705,3192,2011,789,1222,0.24718045112781956,0.6076578816509199,3.4586466165413534,23207.36372180451,0.24718045112781956
2023-12-01,Adwords,4553,1922,4553,3362,2202,1160,0.4836371623105645,0.3450327186198691,4.579837469800132,44482.17373160554,0.4836371623105645
2022-06-01,Facebook,1034,282,1034,672,296,376,0.2862669245647969,0.5595238095238095,3.7321083172147,28204.225338491295,0.2862669245647969
2024-05-01,Adwords,3403,2168,3403,3117,2802,315,0.8233911254775198,0.10105871029836382,6.377607992947399,76418.02879811931,0.8233911254775198
2020-03-01,Email,3922,275,3922,2092,344,1748,0.08771035186129526,0.8355640535372849,2.6787353391126976,9175.039265680774,0.08771035186129526
2022-03-01,Organic,571,149,571,382,153,229,0.2679509632224168,0.599476439790576,3.690017513134851,28526.60245183888,0.2679509632224168
2024-03-01,Adwords,5340,2499,5340,4150,2907,1243,0.5443820224719101,0.2995180722891566,4.881086142322097,47915.81947565543,0.5443820224719101
2023-05-01,Adwords,3824,1205,3824,2601,1405,1196,0.3674163179916318,0.4598231449442522,4.107479079497908,35231.54105648536,0.3674163179916318
2021-04-01,Email,4161,554,4161,2437,690,1747,0.1658255227108868,0.7168649979482971,3.1264119202114875,17376.764239365537,0.1658255227108868
2023-11-01,Email,6337,2342,6337,4617,2908,1709,0.4588922202935143,0.37015377951050465,4.545841881016254,44182.970332965124,0.4588922202935143
2021-01-01,YouTube,972,127,972,572,133,439,0.1368312757201646,0.7674825174825175,2.993827160493827,14029.913580246914,0.1368312757201646
2022-06-01,Adwords,3122,752,3122,1992,854,1138,0.273542600896861,0.571285140562249,3.600896860986547,24964.601857783473,0.273542600896861
2023-12-01,YouTube,1511,699,1511,1121,727,394,0.4811383189940437,0.3514719000892061,4.469887491727333,38723.377895433485,0.4811383189940437
2023-04-01,YouTube,1208,421,1208,828,443,385,0.3667218543046358,0.46497584541062803,4.004966887417218,31626.69867549669,0.3667218543046358
2020-12-01,YouTube,928,121,928,532,129,403,0.13900862068965517,0.7575187969924813,2.9202586206896552,11562.856681034482,0.13900862068965517
2022-02-01,Email,4181,830,4181,2606,1014,1592,0.24252571155226021,0.6108979278587874,3.426931356134896,21805.82444391294,0.24252571155226021
2020-06-01,Email,3849,335,3849,2132,403,1729,0.10470252013510002,0.8109756097560976,2.768251493894518,9937.442192777346,0.10470252013510002
2023-01-01,Email,5305,1486,5305,3567,1813,1754,0.3417530631479736,0.49172974488365573,3.9615457115928367,30156.930065975495,0.3417530631479736
2023-12-01,Facebook,1552,697,1552,1157,737,420,0.47487113402061853,0.3630077787381158,4.552190721649485,41369.80412371134,0.47487113402061853
2021-07-01,Adwords,2888,474,2888,1708,539,1169,0.1866343490304709,0.6844262295081968,3.1284626038781163,15739.198753462604,0.1866343490304709
2024-05-01,Facebook,1118,825,1118,1017,904,113,0.8085867620751341,0.1111111111111111,6.264758497316637,71612.36314847943,0.8085867620751341
2021-05-01,Email,4237,566,4237,2484,680,1804,0.16049091338211,0.7262479871175523,3.0441350011800803,15798.037290535756,0.16049091338211
2022-07-01,Adwords,3322,807,3322,2145,911,1234,0.27423239012642986,0.5752913752913753,3.577664057796508,24552.780252859724,0.27423239012642986
2020-05-01,Email,3901,312,3901,2103,371,1732,0.09510381953345295,0.823585354255825,2.687772366059985,9244.364009228402,0.09510381953345295
2021-01-01,Adwords,2682,361,2682,1589,412,1177,0.15361670395227442,0.7407174323473883,3.028337061894109,14500.266592095451,0.15361670395227442
2021-09-01,YouTube,901,165,901,531,175,356,0.19422863485016648,0.6704331450094162,3.2430632630410656,18146.912319644838,0.19422863485016648
2019-10-01,Adwords,2610,122,2610,1377,141,1236,0.054022988505747126,0.8976034858387799,2.529501915708812,5866.653639846743,0.054022988505747126
2023-04-01,Adwords,3571,1142,3571,2436,1316,1120,0.3685242229067488,0.45977011494252873,4.049005880705685,32781.313077569306,0.3685242229067488
2020-04-01,Adwords,2496,233,2496,1409,263,1146,0.10536858974358974,0.8133427963094393,2.8076923076923075,12074.541666666666,0.10536858974358974
2024-02-01,Organic,734,367,734,554,374,180,0.5095367847411444,0.3249097472924188,4.566757493188011,44237.437329700275,0.5095367847411444
2022-01-01,Email,4728,916,4728,2911,1121,1790,0.23709813874788493,0.6149089659910684,3.4359137055837565,22885.587986463623,0.23709813874788493
2024-03-01,Facebook,1822,981,1822,1430,1047,383,0.5746432491767288,0.26783216783216784,5.074643249176729,50850.23326015368,0.5746432491767288
2020-04-01,Facebook,850,82,850,474,87,387,0.10235294117647059,0.8164556962025317,2.7811764705882354,9374.655294117647,0.10235294117647059
2020-01-01,Organic,410,33,410,219,34,185,0.08292682926829269,0.8447488584474886,2.731707317073171,7396.7,0.08292682926829269
2023-03-01,YouTube,1226,400,1226,830,421,409,0.3433931484502447,0.4927710843373494,3.973898858075041,34314.97471451876,0.3433931484502447
2019-11-01,Adwords,2421,119,2421,1290,136,1154,0.05617513424204874,0.8945736434108527,2.5485336637752996,6934.625361420901,0.05617513424204874
2022-07-01,YouTube,1053,292,1053,661,306,355,0.2905982905982906,0.5370650529500757,3.661918328584995,27333.943969610635,0.2905982905982906
2022-04-01,YouTube,1001,242,1001,621,257,364,0.25674325674325676,0.5861513687600645,3.4795204795204797,23860.87012987013,0.25674325674325676
2022-05-01,Facebook,1085,294,1085,692,308,384,0.2838709677419355,0.5549132947976878,3.6027649769585253,25434.62949308756,0.2838709677419355
2019-07-01,Email,3574,105,3574,1921,121,1800,0.033855623950755455,0.9370119729307652,2.4443200895355344,4046.6368214885283,0.033855623950755455
2022-08-01,Organic,549,152,549,357,156,201,0.28415300546448086,0.5630252100840336,3.6466302367941714,21066.360655737706,0.28415300546448086
2021-09-01,Adwords,2921,490,2921,1724,554,1170,0.18966107497432386,0.6786542923433875,3.198904484765491,18485.962684012324,0.18966107497432386
2020-08-01,Email,4020,350,4020,2216,420,1796,0.1044776119402985,0.8104693140794224,2.754228855721393,9440.526119402984,0.1044776119402985
2023-03-01,Adwords,3589,1104,3589,2448,1274,1174,0.3549735302312622,0.4795751633986928,4.063248815826135,33603.75062691558,0.3549735302312622
2020-09-01,Email,3900,405,3900,2233,472,1761,0.12102564102564102,0.7886251679355127,2.801282051282051,11513.13435897436,0.12102564102564102
2020-11-01,Adwords,2568,302,2568,1381,341,1040,0.13278816199376947,0.7530774800868936,2.8508566978193146,13206.059190031152,0.13278816199376947
2023-07-01,Organic,610,235,610,423,242,181,0.39672131147540984,0.42789598108747046,4.10327868852459,34831.252459016396,0.39672131147540984
2022-06-01,YouTube,1065,270,1065,682,284,398,0.26666666666666666,0.5835777126099707,3.587793427230047,21586.950234741784,0.26666666666666666
2023-05-01,Facebook,1239,420,1239,853,430,423,0.3470540758676352,0.4958968347010551,3.9120258272800648,29860.54317998386,0.3470540758676352
2019-12-01,Email,3806,204,3806,2042,239,1803,0.0627955859169732,0.8829578844270323,2.5480819758276407,6647.019442984761,0.0627955859169732
2020-10-01,Email,4074,433,4074,2293,521,1772,0.12788414334806086,0.7727867422590493,2.895189003436426,11953.503190967109,0.12788414334806086
2024-05-01,YouTube,1116,838,1116,1024,924,100,0.8279569892473119,0.09765625,6.517025089605735,79620.27688172043,0.8279569892473119
2020-11-01,Facebook,875,120,875,517,132,385,0.15085714285714286,0.7446808510638298,3.0548571428571427,15333.556571428571,0.15085714285714286
2022-07-01,Facebook,1084,273,1084,661,286,375,0.26383763837638374,0.56732223903177,3.5239852398523985,23730.931734317342,0.26383763837638374
2022-04-01,Facebook,1048,251,1048,667,262,405,0.25,0.6071964017991005,3.4837786259541983,21251.620229007633,0.25
2023-09-01,Organic,688,292,688,495,300,195,0.436046511627907,0.3939393939393939,4.238372093023256,34885.66569767442,0.436046511627907
2019-09-01,Facebook,797,30,797,414,32,382,0.04015056461731493,0.9227053140096618,2.3764115432873276,4476.410288582183,0.04015056461731493
2023-04-01,Facebook,1217,427,1217,834,449,385,0.3689400164338537,0.4616306954436451,4.102711585866886,35679.49383730485,0.3689400164338537
2020-04-01,YouTube,826,75,826,421,80,341,0.09685230024213075,0.8099762470308789,2.7130750605326877,11160.7397094431,0.09685230024213075
2022-04-01,Adwords,3026,672,3026,1921,759,1162,0.25082617316589556,0.6048932847475273,3.501321877065433,22992.823529411766,0.25082617316589556
2019-09-01,Adwords,2376,90,2376,1220,93,1127,0.039141414141414144,0.9237704918032786,2.3846801346801345,3795.870791245791,0.039141414141414144
2021-07-01,Facebook,1017,182,1017,574,192,382,0.1887905604719764,0.6655052264808362,3.128810226155359,17524.74041297935,0.1887905604719764
2019-01-01,Adwords,2272,8,2272,1128,11,1117,0.0048415492957746475,0.9902482269503546,2.262323943661972,1679.9106514084508,0.0048415492957746475
2019-11-01,YouTube,838,54,838,465,56,409,0.06682577565632458,0.8795698924731182,2.5859188544152745,5096.791169451074,0.06682577565632458
2019-04-01,Adwords,2309,50,2309,1219,63,1156,0.02728453876136856,0.948318293683347,2.425292334343872,3627.7128627111306,0.02728453876136856
2019-10-01,Facebook,857,37,857,437,37,400,0.043173862310385065,0.9153318077803204,2.44340723453909,4858.285880980164,0.043173862310385065
2020-12-01,Adwords,2748,280,2748,1514,314,1200,0.11426491994177583,0.7926023778071334,2.789301310043668,11582.447598253275,0.11426491994177583
2019-09-01,YouTube,875,38,875,447,42,405,0.048,0.9060402684563759,2.4537142857142857,5503.273142857143,0.048
2022-05-01,YouTube,1024,267,1024,645,277,368,0.2705078125,0.5705426356589147,3.5751953125,24326.8056640625,0.2705078125
2021-09-01,Facebook,979,182,979,598,194,404,0.19816138917262513,0.6755852842809364,3.2563840653728295,18371.456588355464,0.19816138917262513
2021-07-01,YouTube,1038,187,1038,615,195,420,0.18786127167630057,0.6829268292682927,3.1820809248554913,17114.059730250483,0.18786127167630057
2019-02-01,Email,3167,19,3167,1581,22,1559,0.006946637196084623,0.9860847564832385,2.2794442690243133,1726.0871487211873,0.006946637196084623
2021-01-01,Facebook,917,137,917,538,143,395,0.1559432933478735,0.7342007434944238,3.079607415485278,15476.443838604144,0.1559432933478735
2019-08-01,Organic,426,22,426,219,22,197,0.051643192488262914,0.8995433789954338,2.4342723004694835,2678.629107981221,0.051643192488262914
2019-01-01,YouTube,755,1,755,392,1,391,0.0013245033112582781,0.9974489795918368,2.290066225165563,1487.1139072847682,0.0013245033112582781
2019-01-01,Facebook,833,1,833,421,1,420,0.0012004801920768306,0.997624703087886,2.2280912364945977,1055.5378151260504,0.0012004801920768306
2019-04-01,Facebook,797,15,797,418,15,403,0.018820577164366373,0.9641148325358851,2.3350062735257215,2463.4730238393977,0.018820577164366373
2023-05-01,YouTube,1266,464,1266,879,479,400,0.3783570300157978,0.4550625711035267,4.03870458135861,31466.4794628752,0.3783570300157978
2019-10-01,YouTube,806,39,806,419,45,374,0.05583126550868486,0.8926014319809069,2.543424317617866,6923.5893300248135,0.05583126550868486
2020-07-01,Organic,390,45,390,208,47,161,0.12051282051282051,0.7740384615384616,2.841025641025641,9684.98717948718,0.12051282051282051
2020-11-01,YouTube,848,110,848,488,113,375,0.1332547169811321,0.7684426229508197,2.92688679245283,10198.340801886792,0.1332547169811321
2019-04-01,YouTube,781,9,781,416,10,406,0.012804097311139564,0.9759615384615384,2.3777208706786173,2569.9487836107555,0.012804097311139564
2023-06-01,Organic,642,222,642,433,225,208,0.35046728971962615,0.48036951501154734,3.9018691588785046,26727.194704049845,0.35046728971962615
2021-06-01,Organic,472,72,472,268,74,194,0.15677966101694915,0.7238805970149254,2.9046610169491527,13271.408898305084,0.15677966101694915
2020-12-01,Facebook,902,118,902,514,124,390,0.13747228381374724,0.7587548638132295,2.8924611973392462,14170.929046563193,0.13747228381374724
2019-11-01,Facebook,775,42,775,400,46,354,0.05935483870967742,0.885,2.527741935483871,4907.945806451613,0.05935483870967742
2020-02-01,Email,3612,235,3612,1966,280,1686,0.07751937984496124,0.8575788402848423,2.629014396456257,7927.607419712071,0.07751937984496124
2023-10-01,Email,6420,2346,6420,4611,2863,1748,0.4459501557632399,0.3790934721318586,4.399532710280374,40700.782554517136,0.4459501557632399
2023-02-01,Email,4861,1383,4861,3329,1679,1650,0.34540218062127137,0.4956443376389306,3.964616334087636,33595.922238222585,0.34540218062127137
2023-07-01,YouTube,1319,513,1319,942,536,406,0.40636846095526913,0.4309978768577495,4.223654283548142,36784.508718726305,0.40636846095526913
2024-03-01,Organic,883,466,883,670,480,190,0.5436013590033975,0.2835820895522388,4.908267270668176,51070.38618346546,0.5436013590033975
2022-10-01,Email,5129,1280,5129,3330,1567,1763,0.30551764476506144,0.5294294294294294,3.7888477286020668,27532.226359914213,0.30551764476506144
2023-07-01,Facebook,1427,529,1427,1034,571,463,0.40014015416958654,0.44777562862669246,4.354590049053959,40820.44428871759,0.40014015416958654
2024-05-01,Organic,570,449,570,521,464,57,0.8140350877192982,0.10940499040307101,6.333333333333333,76472.53684210527,0.8140350877192982
2023-06-01,Facebook,1268,466,1268,873,490,383,0.3864353312302839,0.43871706758304696,4.114353312302839,35156.26261829653,0.3864353312302839
2023-09-01,Adwords,4021,1513,4021,2878,1719,1159,0.42750559562297935,0.4027102154273801,4.335239990052226,37122.40263616016,0.42750559562297935
2023-09-01,YouTube,1365,557,1365,963,580,383,0.4249084249084249,0.39771547248182765,4.252747252747253,35284.863003663006,0.4249084249084249
2024-04-01,Email,9156,4350,9156,7404,5590,1814,0.6105286151157711,0.2450027012425716,5.25524246395806,54031.89777195282,0.6105286151157711
2022-12-01,Email,5321,1408,5321,3480,1710,1770,0.3213681638789701,0.5086206896551724,3.793459875963165,29099.915617365157,0.3213681638789701
2021-03-01,Email,4185,524,4185,2367,627,1740,0.14982078853046596,0.7351077313054499,2.977299880525687,14079.326164874552,0.14982078853046596
2024-01-01,Email,7022,2899,7022,5255,3540,1715,0.5041298775277698,0.3263558515699334,4.673454856166335,45655.69097123326,0.5041298775277698
2022-03-01,Adwords,3098,671,3098,1919,760,1159,0.24531956100710137,0.6039603960396039,3.4406068431245966,22931.46320206585,0.24531956100710137
2024-02-01,Adwords,4725,2126,4725,3618,2497,1121,0.5284656084656084,0.30983969043670534,4.873227513227513,47943.29798941799,0.5284656084656084
2023-08-01,Email,6191,2053,6191,4412,2556,1856,0.41285737360684865,0.42067089755213055,4.3430786625747055,38819.12421256663,0.41285737360684865
2024-02-01,YouTube,1581,774,1581,1209,819,390,0.5180265654648957,0.3225806451612903,4.812776723592663,45565.12144212524,0.5180265654648957
2020-07-01,Facebook,899,113,899,495,117,378,0.13014460511679643,0.7636363636363637,2.8275862068965516,10592.855394883203,0.13014460511679643
2021-08-01,Email,4414,659,4414,2623,808,1815,0.1830539193475306,0.6919557758292032,3.176030811055732,18374.786135024922,0.1830539193475306
2023-07-01,Adwords,3863,1333,3863,2705,1517,1188,0.39269997411338337,0.43918669131238447,4.1830183794978,35160.74838208646,0.39269997411338337
2021-06-01,Facebook,943,155,943,549,166,383,0.176033934252386,0.697632058287796,3.1527041357370096,20880.915164369035,0.176033934252386
2023-09-01,Facebook,1302,532,1302,911,555,356,0.42626728110599077,0.3907793633369923,4.2803379416282645,35901.39861751152,0.42626728110599077
2022-11-01,Email,4975,1281,4975,3231,1546,1685,0.3107537688442211,0.5215103683070257,3.7803015075376885,29941.501507537687,0.3107537688442211
2022-09-01,Email,4873,1205,4873,3199,1458,1741,0.29919967166016825,0.5442325726789622,3.7237841165606405,28593.324030371434,0.29919967166016825
2021-12-01,Email,4580,858,4580,2800,1039,1761,0.22685589519650656,0.6289285714285714,3.3888646288209605,21674.81462882096,0.22685589519650656
2023-06-01,Adwords,3750,1292,3750,2572,1462,1110,0.38986666666666664,0.43157076205287714,4.105066666666667,34885.19413333333,0.38986666666666664
2024-02-01,Facebook,1563,808,1563,1204,855,349,0.5470249520153551,0.2898671096345515,4.961612284069098,50857.34804862444,0.5470249520153551
