month_start,items,valid_timeline_items,avg_ship_lead_days,median_ship_lead_days,p90_ship_lead_days,avg_delivery_lead_days,median_delivery_lead_days,p90_delivery_lead_days,avg_end_to_end_lead_days,median_end_to_end_lead_days,p90_end_to_end_lead_days,observed_return_rate,cancellation_rate
2020-08-01,985,806,1.4494768310911814,1.3836805555555554,2.6482638888888888,2.5276122416020663,2.4625000000000004,4.516666666666667,3.5009564989517807,3.4555555555555557,5.751875,0.29069767441860467,0.132994923857868
2020-09-01,1007,824,1.5339549131572687,1.4527777777777777,2.846111111111111,2.5295756980802793,2.5114583333333336,4.5855555555555565,3.5629995126705647,3.4260416666666664,6.067708333333337,0.3089005235602094,0.17775571002979146
2020-10-01,1175,923,1.4208398356221392,1.2934027777777777,2.6775694444444444,2.5635520434227335,2.5652777777777778,4.699444444444445,3.4451388888888896,3.3239583333333336,5.932708333333337,0.31494252873563217,0.12425531914893617
2020-11-01,1168,933,1.3969840889740326,1.3416666666666668,2.6502777777777777,2.498140790546048,2.609722222222222,4.4375,3.425084876543209,3.4291666666666667,5.799861111111111,0.2885085574572127,0.1284246575342466
2020-12-01,1171,966,1.4046355433901052,1.2496527777777777,2.7418055555555556,2.410895528083027,2.4614583333333333,4.553055555555555,3.596244775339605,3.5277777777777777,5.858888888888888,0.2802197802197802,0.1605465414175918
2021-01-01,1390,1130,1.439342578325629,1.3770833333333334,2.6855555555555557,2.3864407814407835,2.3506944444444446,4.471111111111111,3.45849372099372,3.395138888888889,6.033611111111112,0.21978021978021978,0.14892086330935253
2021-02-01,1261,1001,1.415016895249454,1.398611111111111,2.6731944444444444,2.445946712018142,2.397222222222222,4.340972222222222,3.355541273921734,3.111111111111111,5.950138888888889,0.29024943310657597,0.1522601110229976
2021-03-01,1395,1114,1.4550066039293381,1.3722222222222222,2.7326388888888893,2.446882503820128,2.4166666666666665,4.477777777777778,3.423581306628515,3.305902777777778,6.127777777777778,0.2475442043222004,0.13333333333333333
2021-04-01,1543,1229,1.435181194125159,1.4225694444444446,2.7361111111111107,2.5289276368760043,2.6166666666666667,4.545416666666666,3.395697405254092,3.2854166666666664,5.854861111111111,0.2554347826086957,0.14906027219701878
2021-05-01,1574,1269,1.4424429278416353,1.4114583333333335,2.7267361111111112,2.7573130841121496,2.8222222222222224,4.549027777777778,3.6700861111111127,3.5652777777777778,6.145208333333334,0.27289719626168224,0.1473951715374841
2021-06-01,1635,1302,1.5059792686545033,1.4868055555555555,2.7331944444444454,2.5153858294483302,2.4229166666666666,4.570972222222221,3.4722879684418175,3.3958333333333335,6.024027777777778,0.2937062937062937,0.14495412844036698
2021-07-01,1818,1487,1.4597197091542697,1.3805555555555555,2.723888888888889,2.475166666666667,2.4493055555555556,4.496666666666667,3.533211436170214,3.404513888888889,5.884791666666667,0.2832,0.1694169416941694
2021-08-01,1807,1456,1.5084598338916797,1.4809027777777777,2.7399305555555555,2.296846299297677,2.16875,4.475694444444445,3.2963933691756275,3.1791666666666663,5.964097222222223,0.28363047001620745,0.16104039845047038
2021-09-01,1875,1495,1.422754846474109,1.3538194444444445,2.6865972222222223,2.625494162640901,2.559375,4.61548611111111,3.5165920659996472,3.45625,6.040416666666668,0.2855072463768116,0.14186666666666667
2021-10-01,2037,1637,1.472510753665334,1.386111111111111,2.720416666666667,2.548466835949524,2.6649305555555554,4.466180555555556,3.5408140492286364,3.5479166666666666,5.958333333333333,0.2867036011080332,0.15954835542464407
2021-11-01,2015,1620,1.4252382455507444,1.3736111111111111,2.663263888888889,2.532060657596373,2.533333333333333,4.596527777777778,3.5159104022420054,3.468055555555556,6.13125,0.2707482993197279,0.14789081885856079
2021-12-01,2268,1836,1.4964001176344786,1.448611111111111,2.7015277777777786,2.5312764289880456,2.55,4.644027777777777,3.5658031932225445,3.469097222222222,5.998541666666667,0.2769028871391076,0.15299823633156967
2022-01-01,2431,1939,1.438116936693671,1.40625,2.685416666666667,2.5972458594157564,2.7885416666666667,4.554166666666666,3.5403645833333317,3.4430555555555555,6.094791666666668,0.2687793427230047,0.15178938708350473
2022-02-01,2164,1728,1.4741542204118585,1.4079861111111112,2.7222222222222223,2.349530450165611,2.3031249999999996,4.4840277777777775,3.416028328252034,3.238194444444445,6.019097222222222,0.2845528455284553,0.13170055452865065
2022-03-01,2579,2086,1.441093045199301,1.3680555555555556,2.712777777777778,2.4454411854288485,2.4208333333333334,4.471874999999999,3.40238119553377,3.3402777777777777,5.919097222222222,0.2598684210526316,0.16285381930981
2022-04-01,2581,2061,1.5119087267110727,1.5006944444444446,2.754861111111111,2.3681195987654333,2.287152777777778,4.460972222222223,3.4130001036484243,3.409375,5.746180555555556,0.28888888888888886,0.14490507555211157
2022-05-01,2751,2243,1.4927132936507927,1.4590277777777778,2.7354166666666666,2.553721022128556,2.558333333333333,4.630000000000001,3.556107327531842,3.4569444444444444,6.127777777777778,0.2792413066385669,0.15121773900399854
2022-06-01,2853,2276,1.4421207889495116,1.3770833333333334,2.6980555555555554,2.52728838582677,2.5243055555555554,4.550694444444444,3.470076518193989,3.4208333333333334,6.0093055555555575,0.2824803149606299,0.1433578689099194
2022-07-01,2965,2398,1.4416533218362484,1.3965277777777778,2.7245833333333334,2.433690656565656,2.381597222222222,4.488333333333333,3.4285223224226216,3.3395833333333336,5.932847222222223,0.29454545454545455,0.14165261382799327
2022-08-01,3206,2613,1.4656269425019435,1.448611111111111,2.7218750000000003,2.473201137884872,2.5652777777777778,4.555138888888889,3.4859008467788057,3.3847222222222224,5.913194444444445,0.283595922150139,0.16188396756082346
2022-09-01,3149,2493,1.4640857994952976,1.4270833333333333,2.685416666666667,2.4832966610785117,2.595138888888889,4.4859722222222205,3.498649727720179,3.4159722222222224,6.126388888888889,0.28667225481978204,0.1470308034296602
2022-10-01,3428,2734,1.481980816077954,1.470138888888889,2.7291666666666665,2.471951422115894,2.503125,4.420902777777777,3.4932184876000796,3.4447916666666667,5.962361111111112,0.29904306220095694,0.1441073512252042
2022-11-01,3512,2822,1.478902500179093,1.4270833333333333,2.727777777777778,2.3431562675660484,2.310763888888889,4.39375,3.3816762990732063,3.2152777777777777,5.916527777777778,0.26728499156829677,0.166002277904328
2022-12-01,3742,3000,1.4465306730196528,1.38125,2.706944444444444,2.447910452398706,2.4159722222222224,4.427777777777778,3.4177115456499427,3.332638888888889,5.817638888888889,0.2803877703206562,0.1619454836985569
2023-01-01,4050,3306,1.437539315108761,1.3899305555555554,2.668125,2.5785282258064517,2.5368055555555555,4.641666666666667,3.5660828513845058,3.4684027777777775,6.108680555555555,0.2829912023460411,0.14987654320987653
2023-02-01,3777,3012,1.42484738855622,1.3729166666666666,2.6759722222222226,2.4489010141093486,2.4295138888888888,4.4274305555555555,3.3474641142465225,3.245486111111111,5.874791666666667,0.32142857142857145,0.1464124966904951
2023-03-01,4306,3405,1.4479451910074381,1.3913194444444446,2.7269444444444444,2.4871640220207247,2.423611111111111,4.5945833333333335,3.4648964754227918,3.326736111111111,6.059722222222222,0.2933937823834197,0.15234556432884347
2023-04-01,4348,3561,1.4612751395104708,1.4340277777777777,2.676388888888889,2.4726632882882895,2.4572916666666664,4.4944444444444445,3.5161939692721953,3.41875,5.94513888888889,0.25675675675675674,0.16191352345906163
2023-05-01,4722,3745,1.441838146574336,1.395486111111111,2.7125,2.571307299072382,2.5631944444444446,4.572916666666667,3.511971526367261,3.4375,5.957083333333333,0.2845825716026813,0.14993646759847523
2023-06-01,4692,3794,1.4461308161708621,1.3847222222222222,2.7263888888888888,2.49345552297165,2.5708333333333333,4.487500000000001,3.461052527218978,3.3756944444444446,5.946527777777778,0.29853372434017594,0.13853367433930094
2023-07-01,5220,4180,1.442556623039078,1.3628472222222223,2.693611111111112,2.5077225699878287,2.5520833333333335,4.495555555555556,3.4707879998716207,3.3944444444444444,5.8909722222222225,0.2655190401669275,0.15747126436781608
2023-08-01,5675,4521,1.4379886140933882,1.4003472222222222,2.7134027777777776,2.477857152674691,2.4569444444444444,4.534027777777778,3.4660991801272645,3.422569444444444,5.932986111111111,0.2756061355764473,0.15330396475770924
2023-09-01,5762,4638,1.4949740747640332,1.4815972222222222,2.7222222222222223,2.547912735849056,2.620833333333333,4.441666666666666,3.5548669072045445,3.4715277777777778,5.947361111111112,0.3136792452830189,0.14404720583130856
2023-10-01,6246,5042,1.4776519814749693,1.4145833333333333,2.7470833333333333,2.4447742335841105,2.3569444444444443,4.504861111111111,3.4576335028151233,3.3802083333333335,5.902430555555558,0.2855826807922616,0.14745437079731027
2023-11-01,6510,5135,1.4653876522070015,1.4145833333333333,2.720138888888889,2.441128716744913,2.3958333333333335,4.547013888888889,3.3397080817969247,3.2256944444444446,5.871527777777777,0.27024647887323944,0.14393241167434717
2023-12-01,7340,5932,1.4377192442738074,1.3815972222222221,2.6961805555555554,2.506362094299663,2.513888888888889,4.4743055555555555,3.490958838924578,3.422222222222222,5.970138888888888,0.2742123687281214,0.14604904632152588
2024-01-01,7796,6352,1.4525288109998438,1.3659722222222221,2.715,2.5037223056702995,2.5131944444444443,4.4847222222222225,3.4905045991965653,3.411458333333333,5.930555555555555,0.2959068719489298,0.15649050795279631
2024-02-01,8226,6652,1.4338580895661834,1.3885416666666668,2.699305555555555,2.4946850336583055,2.4923611111111112,4.506944444444445,3.4497444465762737,3.3447916666666666,5.93125,0.2827298050139276,0.1462436177972283
2024-03-01,10040,8246,1.4970649443846424,1.4951388888888888,2.7222222222222223,2.4641648834419456,2.4444444444444446,4.494861111111112,3.5578187979311577,3.504861111111111,6.052083333333333,0.28713160198424276,0.15288844621513945
2024-04-01,12313,9984,1.48868450471469,1.4493055555555556,2.7431944444444447,2.5027660184540848,2.4902777777777776,4.5159722222222225,3.567330032578877,3.5079861111111112,6.031180555555556,0.3048016701461378,0.1530902298383822
2024-05-01,9693,7514,1.4292631264916473,1.3746527777777777,2.6674305555555557,2.497350868933163,2.4784722222222224,4.48125,3.3914413049864174,3.3041666666666667,5.851736111111111,0.2952720785013381,0.13989476942123183
