month_start,year,month_number,is_complete_month,orders,customers,items,gross_sales_value,cancelled_value,returned_value,net_sales_value,net_profit_value,net_margin_rate,average_order_value,items_per_order,item_cancellation_rate,item_return_rate
2023-07-01,2023,7,1,3653,3558,5220,315049.7504889965,49638.440061569214,32633.670087337494,232777.6403400898,121047.5581907817,0.5200136835046972,63.722321472786696,1.4289624965781549,0.15747126436781608,0.09750957854406131
2021-04-01,2021,4,1,1051,1041,1543,92458.49019408226,12564.250042200089,9032.550016403198,70861.69013547897,36692.51707424287,0.5178047123077536,67.42311145145477,1.4681255946717413,0.14906027219701878,0.09138042773817238
2023-10-01,2023,10,1,4447,4320,6246,374666.5803964138,57903.0100440979,36781.95007061958,279981.6202816963,145193.22150863262,0.5185812603075522,62.95966275729623,1.404542388126827,0.14745437079731027,0.09926352865834134
2020-09-01,2020,9,1,734,725,1007,59742.160066604614,10409.580027580261,6741.530005931854,42591.0500330925,22034.0955571437,0.5173409798543026,58.02595372355926,1.3719346049046321,0.17775571002979146,0.11717974180734857
2021-08-01,2021,8,1,1264,1252,1807,108502.84017705917,17629.300017356873,10570.300010919571,80303.24014878273,41754.99498297981,0.5199665032895033,63.53104442150532,1.4295886075949367,0.16104039845047038,0.09684560044272275
2021-10-01,2021,10,1,1439,1431,2037,121138.43006110191,17361.09002304077,12501.720012426376,91275.62002563477,47367.497993887264,0.5189501641356596,63.429895778759395,1.415566365531619,0.15954835542464407,0.101620029455081
2019-11-01,2019,11,1,324,322,458,28866.09002304077,3796.150001525879,2640.6099948883057,22429.330026626587,11635.178298505838,0.5187483658536987,69.22632724267466,1.4135802469135803,0.1331877729257642,0.08951965065502183
2020-01-01,2020,1,1,436,433,616,38191.729986190796,5891.710006713867,3373.1100025177,28926.90997695923,15126.389515008612,0.5229175714605202,66.3461238003652,1.4128440366972477,0.14123376623376624,0.09090909090909091
2020-08-01,2020,8,1,708,702,985,59100.46006345749,8024.480047225952,5012.77999830246,46063.20001792908,23757.857266296498,0.5157665393860886,65.0610169744761,1.3912429378531073,0.132994923857868,0.10152284263959391
2021-09-01,2021,9,1,1304,1291,1875,112603.74014663696,14657.850023508072,13021.030007600784,84924.8601155281,43609.37193551589,0.5135053725869149,65.12642646896327,1.437883435582822,0.14186666666666667,0.10506666666666667
2020-05-01,2020,5,1,586,579,826,47723.310086488724,7923.970020294189,3074.2700052261353,36725.0700609684,18980.802245823634,0.5168350179948746,62.670768022130375,1.4095563139931742,0.15375302663438256,0.06900726392251816
2023-05-01,2023,5,1,3306,3244,4722,277932.85036611557,42406.99002623558,25901.520031690598,209624.3403081894,108440.84261708122,0.5173103584137779,63.407241472531574,1.428312159709619,0.14993646759847523,0.09889877170690385
2024-01-01,2024,1,1,5539,5307,7796,468036.3804384656,73119.92010807991,46178.7200319767,348737.740298409,180965.9201846954,0.5189169374953393,62.96041529128164,1.407474273334537,0.15649050795279631,0.10107747562852745
2023-02-01,2023,2,1,2634,2589,3777,226926.57019495964,36201.47996711731,23315.240030765533,167409.8501970768,86970.89473192982,0.519508825971391,63.557270386133936,1.4339407744874715,0.1464124966904951,0.10722795869737888
2022-07-01,2022,7,1,2096,2072,2965,179206.5301527977,24872.279987812042,17008.320026636124,137325.93013834953,71827.24508966849,0.5230421160614449,65.51809644005226,1.4145992366412214,0.14165261382799327,0.10927487352445193
2023-12-01,2023,12,1,5221,5013,7340,432875.9705296941,64659.48001182079,41914.830063123256,326301.66045475006,168954.8918751289,0.5177874107035344,62.497923856493024,1.405860946178893,0.14604904632152588,0.09604904632152589
2020-02-01,2020,2,1,438,438,611,34260.400040864944,5306.149986743927,3481.7800102233887,25472.47004389763,13083.972100389521,0.5136514864024352,58.15632430113614,1.3949771689497716,0.14402618657937807,0.10474631751227496
2023-01-01,2023,1,1,2841,2789,4050,247476.01020908356,34852.49006342888,23943.350046396255,188680.17009925842,98154.05619949571,0.5202139480150992,66.41329464951018,1.4255543822597676,0.14987654320987653,0.09530864197530864
2021-02-01,2021,2,1,876,871,1261,76418.9500720501,11471.549988269806,8284.33001613617,56663.07006764412,29309.68710204665,0.5172626027332595,64.68386994023301,1.4394977168949772,0.1522601110229976,0.10150674068199841
2020-11-01,2020,11,1,818,813,1168,71558.34007143974,10235.640016555786,6517.309997558594,54805.39005732536,28187.922458587243,0.5143275584591813,66.9992543488085,1.4278728606356967,0.1284246575342466,0.10102739726027397
2022-04-01,2022,4,1,1820,1800,2581,149686.16024422646,21621.310029029846,14427.23003745079,113637.62017774582,59088.825693139435,0.5199759164325678,62.43825284491528,1.4181318681318682,0.14490507555211157,0.10073614877954282
2020-06-01,2020,6,1,628,621,880,50106.2900595665,7861.49000954628,5969.1500124931335,36275.650037527084,18934.366806652863,0.5219580293410401,57.76377394510682,1.4012738853503184,0.13522727272727272,0.10113636363636364
2019-05-01,2019,5,1,140,140,188,12040.16001033783,1245.5000104904175,2204.9699935913086,8589.690006256104,4575.684212094752,0.5326949178331416,61.354928616115025,1.3428571428571427,0.14361702127659576,0.09574468085106383
2022-03-01,2022,3,1,1819,1798,2579,156818.23031306267,21698.640062332153,15831.760006904602,119287.83024382591,62178.490461030815,0.5212475600732879,65.57879617582513,1.4178119846069268,0.16285381930981,0.09189608375339278
2019-07-01,2019,7,1,219,217,304,16600.70003414154,2173.449995994568,1049.1200037002563,13378.130034446716,6849.511257593444,0.5119931739306585,61.08735175546446,1.3881278538812785,0.1118421052631579,0.06907894736842106
2019-06-01,2019,6,1,185,180,265,15710.740005970001,2271.6000118255615,2638.2599954605103,10800.87999868393,5638.953246383354,0.5220827605778836,58.38313512802124,1.4324324324324325,0.13584905660377358,0.10943396226415095
2020-10-01,2020,10,1,804,799,1175,66309.97003602982,8532.040013313293,8570.54002571106,49207.38999700546,25205.167843066614,0.5122232218494109,61.20322138931028,1.4614427860696517,0.12425531914893617,0.11659574468085106
2019-03-01,2019,3,1,84,84,112,7089.289994955063,846.6399984359741,286.9200019836426,5955.729994535446,3119.850635818113,0.5238401738629296,70.90154755399341,1.3333333333333333,0.17857142857142858,0.05357142857142857
