antecedent,consequent,pair_orders,support,confidence,lift,antecedent_orders,consequent_orders,eligible_orders
Underwear,Swim,338,0.0036074112021857925,0.06265060240963856,0.7168287755981798,5395,8189,93696
Shorts,Underwear,336,0.003586065573770492,0.04089083607155896,0.7101589947285984,8217,5395,93696
Underwear,Shorts,336,0.003586065573770492,0.06227988878591288,0.7101589947285984,5395,8217,93696
Sweaters,Socks,275,0.002935023907103825,0.034375,0.7088028169014086,8000,4544,93696
Socks,Sweaters,275,0.002935023907103825,0.0605193661971831,0.7088028169014085,4544,8000,93696
Fashion Hoodies & Sweatshirts,Underwear,352,0.003756830601092896,0.04069834662966817,0.7068159936632787,8649,5395,93696
Underwear,Fashion Hoodies & Sweatshirts,352,0.003756830601092896,0.06524559777571826,0.7068159936632787,5395,8649,93696
Sleep & Lounge,Underwear,336,0.003586065573770492,0.040653357531760435,0.7060346593690131,8265,5395,93696
Underwear,Sleep & Lounge,336,0.003586065573770492,0.06227988878591288,0.7060346593690131,5395,8265,93696
Sleep & Lounge,Pants,324,0.0034579918032786885,0.039201451905626135,0.7041831360716155,8265,5216,93696
Pants,Sleep & Lounge,324,0.0034579918032786885,0.062116564417177916,0.7041831360716154,5216,8265,93696
Pants,Fashion Hoodies & Sweatshirts,338,0.0036074112021857925,0.06480061349693252,0.7019954078169256,5216,8649,93696
Fashion Hoodies & Sweatshirts,Pants,338,0.0036074112021857925,0.03907966238871546,0.7019954078169255,8649,5216,93696
Outerwear & Coats,Sleep & Lounge,400,0.00426912568306011,0.06154793045083859,0.6977368289802507,6499,8265,93696
Sleep & Lounge,Outerwear & Coats,400,0.00426912568306011,0.04839685420447671,0.6977368289802507,8265,6499,93696
Socks,Swim,275,0.002935023907103825,0.0605193661971831,0.6924438313849393,4544,8189,93696
Swim,Socks,275,0.002935023907103825,0.03358163389913298,0.6924438313849393,8189,4544,93696
Fashion Hoodies & Sweatshirts,Outerwear & Coats,414,0.004418545081967213,0.047866805411030174,0.6900951222944889,8649,6499,93696
Outerwear & Coats,Fashion Hoodies & Sweatshirts,414,0.004418545081967213,0.06370210801661794,0.6900951222944889,6499,8649,93696
Shorts,Socks,275,0.002935023907103825,0.03346720214190094,0.6900842807851123,8217,4544,93696
Socks,Shorts,275,0.002935023907103825,0.0605193661971831,0.6900842807851123,4544,8217,93696
Outerwear & Coats,Active,311,0.003319245218579235,0.047853515925527,0.6895852088831402,6499,6502,93696
Active,Outerwear & Coats,311,0.003319245218579235,0.04783143648108274,0.6895852088831402,6502,6499,93696
Suits & Sport Coats,Fashion Hoodies & Sweatshirts,234,0.002497438524590164,0.0636042402826855,0.6890349054834665,3679,8649,93696
Fashion Hoodies & Sweatshirts,Suits & Sport Coats,234,0.002497438524590164,0.027055150884495317,0.6890349054834665,8649,3679,93696
Jumpsuits & Rompers,Active,33,0.00035220286885245903,0.0476878612716763,0.6871980697802188,692,6502,93696
Active,Jumpsuits & Rompers,33,0.00035220286885245903,0.005075361427253153,0.6871980697802187,6502,692,93696
Accessories,Socks,240,0.0025614754098360654,0.032939884710403516,0.679211143887757,7286,4544,93696
Socks,Accessories,240,0.0025614754098360654,0.0528169014084507,0.6792111438877569,4544,7286,93696
Sweaters,Fashion Hoodies & Sweatshirts,500,0.0053364071038251365,0.0625,0.6770724939299342,8000,8649,93696
Fashion Hoodies & Sweatshirts,Sweaters,500,0.0053364071038251365,0.05781015146259683,0.6770724939299341,8649,8000,93696
Active,Fashion Hoodies & Sweatshirts,404,0.00431181693989071,0.062134727776068904,0.6731154415200084,6502,8649,93696
Fashion Hoodies & Sweatshirts,Active,404,0.00431181693989071,0.04671060238177824,0.6731154415200082,8649,6502,93696
Accessories,Tops & Tees,451,0.004813439207650273,0.06189953335163327,0.6728235124030895,7286,8620,93696
Tops & Tees,Accessories,451,0.004813439207650273,0.05232018561484919,0.6728235124030895,8620,7286,93696
Suits & Sport Coats,Shorts,217,0.0023160006830601093,0.058983419407447675,0.672570337690181,3679,8217,93696
Shorts,Suits & Sport Coats,217,0.0023160006830601093,0.02640866496288183,0.672570337690181,8217,3679,93696
Jeans,Shorts,549,0.005859375,0.05872913992297818,0.6696708645762887,9348,8217,93696
Shorts,Jeans,549,0.005859375,0.06681270536692223,0.6696708645762885,8217,9348,93696
Suits & Sport Coats,Accessories,191,0.0020385075136612023,0.051916281598260394,0.6676294154035968,3679,7286,93696
Accessories,Suits & Sport Coats,191,0.0020385075136612023,0.026214658248696128,0.6676294154035967,7286,3679,93696
Tops & Tees,Active,399,0.004258452868852459,0.0462877030162413,0.6670213198723077,8620,6502,93696
Active,Tops & Tees,399,0.004258452868852459,0.06136573362042448,0.6670213198723076,6502,8620,93696
Outerwear & Coats,Pants,241,0.0025721482240437157,0.03708262809663025,0.6661223010241312,6499,5216,93696
Pants,Outerwear & Coats,241,0.0025721482240437157,0.04620398773006135,0.6661223010241311,5216,6499,93696
Tops & Tees,Sweaters,490,0.005229678961748634,0.0568445475638051,0.6657633410672854,8620,8000,93696
Sweaters,Tops & Tees,490,0.005229678961748634,0.06125,0.6657633410672853,8000,8620,93696
Suits & Sport Coats,Sleep & Lounge,215,0.0022946550546448087,0.058439793422125574,0.6625014984246191,3679,8265,93696
Sleep & Lounge,Suits & Sport Coats,215,0.0022946550546448087,0.02601330913490623,0.6625014984246191,8265,3679,93696
Socks,Sleep & Lounge,265,0.0028282957650273225,0.058318661971830985,0.6611282942665064,4544,8265,93696
Sleep & Lounge,Socks,265,0.0028282957650273225,0.03206291591046582,0.6611282942665064,8265,4544,93696
Active,Underwear,247,0.0026361851092896174,0.0379883112888342,0.6597502899941816,6502,5395,93696
Underwear,Active,247,0.0026361851092896174,0.04578313253012048,0.6597502899941815,5395,6502,93696
Outerwear & Coats,Sweaters,364,0.0038849043715846994,0.056008616710263116,0.6559729189106016,6499,8000,93696
Sweaters,Outerwear & Coats,364,0.0038849043715846994,0.0455,0.6559729189106016,8000,6499,93696
Accessories,Sweaters,408,0.004354508196721311,0.055997804007685975,0.6558462805380182,7286,8000,93696
Sweaters,Accessories,408,0.004354508196721311,0.051,0.6558462805380181,8000,7286,93696
Pants,Shorts,300,0.003201844262295082,0.057515337423312884,0.6558302367305251,5216,8217,93696
Shorts,Pants,300,0.003201844262295082,0.03650967506389193,0.655830236730525,8217,5216,93696
Tops & Tees,Outerwear & Coats,390,0.004162397540983607,0.04524361948955916,0.6522766843658617,8620,6499,93696
Outerwear & Coats,Tops & Tees,390,0.004162397540983607,0.06000923218956763,0.6522766843658617,6499,8620,93696
Fashion Hoodies & Sweatshirts,Tops & Tees,517,0.005517844945355191,0.059775696612325124,0.6497382447550365,8649,8620,93696
Tops & Tees,Fashion Hoodies & Sweatshirts,517,0.005517844945355191,0.059976798143851505,0.6497382447550365,8620,8649,93696
Pants,Active,235,0.0025081113387978144,0.04505368098159509,0.6492386486083565,5216,6502,93696
Active,Pants,235,0.0025081113387978144,0.0361427253152876,0.6492386486083565,6502,5216,93696
Tops & Tees,Jeans,558,0.005955430327868852,0.06473317865429234,0.6488275467685682,8620,9348,93696
Jeans,Tops & Tees,558,0.005955430327868852,0.05969191270860077,0.6488275467685681,9348,8620,93696
Shorts,Suits,44,0.000469603825136612,0.00535475234270415,0.648215601423783,8217,774,93696
Suits,Shorts,44,0.000469603825136612,0.056847545219638244,0.648215601423783,774,8217,93696
Swim,Sweaters,453,0.0048347848360655735,0.05531810965929906,0.6478857003297106,8189,8000,93696
Sweaters,Swim,453,0.0048347848360655735,0.056625,0.6478857003297106,8000,8189,93696
Fashion Hoodies & Sweatshirts,Socks,271,0.0028923326502732242,0.03133310209272748,0.646079738926099,8649,4544,93696
Socks,Fashion Hoodies & Sweatshirts,271,0.0028923326502732242,0.05963908450704225,0.646079738926099,4544,8649,93696
Outerwear & Coats,Swim,366,0.00390625,0.05631635636251731,0.6443542954869241,6499,8189,93696
Swim,Outerwear & Coats,366,0.00390625,0.04469410184393699,0.6443542954869241,8189,6499,93696
Accessories,Fashion Hoodies & Sweatshirts,433,0.004621328551912569,0.059429041998353006,0.6438043148430667,7286,8649,93696
Fashion Hoodies & Sweatshirts,Accessories,433,0.004621328551912569,0.050063591166608856,0.6438043148430665,8649,7286,93696
Accessories,Pants,261,0.0027856045081967214,0.035822124622563824,0.6434796373918213,7286,5216,93696
Pants,Accessories,261,0.0027856045081967214,0.05003834355828221,0.6434796373918212,5216,7286,93696
Outerwear & Coats,Jeans,416,0.004439890710382513,0.06400984766887213,0.6415775232330598,6499,9348,93696
Jeans,Outerwear & Coats,416,0.004439890710382513,0.044501497646555414,0.6415775232330598,9348,6499,93696
Sleep & Lounge,Jumpsuits & Rompers,39,0.00041623975409836063,0.004718693284936479,0.6389056156436537,8265,692,93696
Jumpsuits & Rompers,Sleep & Lounge,39,0.00041623975409836063,0.05635838150289017,0.6389056156436537,692,8265,93696
Accessories,Swim,405,0.004322489754098361,0.05558605544880593,0.6359984187729052,7286,8189,93696
Swim,Accessories,405,0.004322489754098361,0.04945658810599585,0.6359984187729051,8189,7286,93696
Sleep & Lounge,Fashion Hoodies & Sweatshirts,483,0.005154969262295082,0.05843920145190563,0.6330812139250491,8265,8649,93696
Fashion Hoodies & Sweatshirts,Sleep & Lounge,483,0.005154969262295082,0.05584460631286854,0.6330812139250491,8649,8265,93696
Active,Sweaters,351,0.0037461577868852457,0.05398338972623808,0.6322534604737005,6502,8000,93696
Sweaters,Active,351,0.0037461577868852457,0.043875,0.6322534604737003,8000,6502,93696
Sweaters,Shorts,443,0.004728056693989071,0.055375,0.631424607520993,8000,8217,93696
Shorts,Sweaters,443,0.004728056693989071,0.05391262017768042,0.631424607520993,8217,8000,93696
Shorts,Active,360,0.0038422131147540983,0.04381161007667032,0.6313399904250542,8217,6502,93696
Active,Shorts,360,0.0038422131147540983,0.05536757920639803,0.6313399904250542,6502,8217,93696
Swim,Fashion Hoodies & Sweatshirts,476,0.00508025956284153,0.058126755403590184,0.6296964359226253,8189,8649,93696
Fashion Hoodies & Sweatshirts,Swim,476,0.00508025956284153,0.055035264192392186,0.6296964359226253,8649,8189,93696
Active,Sleep & Lounge,361,0.0038528859289617486,0.055521378037526915,0.6294169433277824,6502,8265,93696
Sleep & Lounge,Active,361,0.0038528859289617486,0.04367816091954023,0.6294169433277824,8265,6502,93696
Jeans,Fashion Hoodies & Sweatshirts,542,0.0057846653005464484,0.057980316645271715,0.6281100414377823,9348,8649,93696
Fashion Hoodies & Sweatshirts,Jeans,542,0.0057846653005464484,0.06266620418545496,0.6281100414377823,8649,9348,93696
Sleep & Lounge,Shorts,453,0.0048347848360655735,0.054809437386569876,0.6249756657383536,8265,8217,93696
Shorts,Sleep & Lounge,453,0.0048347848360655735,0.055129609346476816,0.6249756657383535,8217,8265,93696
Accessories,Active,313,0.0033405908469945353,0.04295909964315125,0.6190550292471085,7286,6502,93696
Active,Accessories,313,0.0033405908469945353,0.04813903414334051,0.6190550292471084,6502,7286,93696
Jeans,Active,401,0.0042797984972677595,0.04289687633718443,0.6181583705458062,9348,6502,93696
Active,Jeans,401,0.0042797984972677595,0.06167333128268225,0.6181583705458062,6502,9348,93696
Swim,Jeans,503,0.005368425546448088,0.06142386127732324,0.6156579061018483,8189,9348,93696
Jeans,Swim,503,0.005368425546448088,0.053808301240907144,0.6156579061018482,9348,8189,93696
Shorts,Swim,442,0.004717383879781421,0.05379092126080078,0.615459049756013,8217,8189,93696
Swim,Shorts,442,0.004717383879781421,0.05397484430333374,0.615459049756013,8189,8217,93696
Suits & Sport Coats,Swim,196,0.0020918715846994537,0.05327534656156564,0.6095600038383752,3679,8189,93696
Swim,Suits & Sport Coats,196,0.0020918715846994537,0.02393454634265478,0.6095600038383752,8189,3679,93696
Tops & Tees,Sleep & Lounge,462,0.0049308401639344265,0.05359628770301624,0.6075931969294386,8620,8265,93696
Sleep & Lounge,Tops & Tees,462,0.0049308401639344265,0.0558983666061706,0.6075931969294386,8265,8620,93696
Shorts,Tops & Tees,457,0.004877476092896175,0.055616405013995375,0.604528385637043,8217,8620,93696
Tops & Tees,Shorts,457,0.004877476092896175,0.05301624129930394,0.604528385637043,8620,8217,93696
Jeans,Sleep & Lounge,497,0.005304388661202186,0.05316645271715875,0.6027203815834128,9348,8265,93696
Sleep & Lounge,Jeans,497,0.005304388661202186,0.06013309134906231,0.6027203815834128,8265,9348,93696
Accessories,Shorts,385,0.004109033469945355,0.052841065056272306,0.6025309031900317,7286,8217,93696
Shorts,Accessories,385,0.004109033469945355,0.04685408299866131,0.6025309031900316,8217,7286,93696
Underwear,Accessories,252,0.002689549180327869,0.046709916589434665,0.6006769619494469,5395,7286,93696
Accessories,Underwear,252,0.002689549180327869,0.03458687894592369,0.6006769619494469,7286,5395,93696
Sweaters,Jeans,477,0.00509093237704918,0.059625,0.597627727856226,8000,9348,93696
Jeans,Sweaters,477,0.00509093237704918,0.05102695763799743,0.597627727856226,9348,8000,93696
Accessories,Sleep & Lounge,384,0.004098360655737705,0.052703815536645625,0.5974757048422926,7286,8265,93696
Sleep & Lounge,Accessories,384,0.004098360655737705,0.04646098003629764,0.5974757048422925,8265,7286,93696
Tops & Tees,Swim,450,0.004802766393442623,0.052204176334106726,0.5973040060813852,8620,8189,93696
Swim,Tops & Tees,450,0.004802766393442623,0.054951764562217606,0.5973040060813852,8189,8620,93696
